SCHOOL YEAR END DATE,BEDS CODE,NAME,SUBJECT,TOTAL ENROLLED,TOTAL NOT TESTED,TOTAL TESTED,LEVEL 1 COUNT,LEVEL 1 PCT,LEVEL 2 COUNT,LEVEL 2 PCT,LEVEL 3 COUNT,LEVEL 3 PCT,LEVEL 4 COUNT,LEVEL 4 PCT,LEVEL 3-4 PCT,MEAN SCALE SCORE
6/30/2021,321000010225,THEATRE ARTS PROD COMPANY SCHOOL,Grade 8 Math,46,46,0,0,,0,,0,,0,,,
6/30/2021,321000010226,PS 226,Grade 3 ELA,54,42,12,2,17%,5,42%,4,33%,1,8%,42%,598
6/30/2021,321000010226,PS 226,Grade 3 Math,53,41,12,3,25%,5,42%,4,33%,0,0%,33%,587
6/30/2021,321000010226,PS 226,Grade 4 ELA,65,60,5,2,40%,1,20%,0,0%,2,40%,40%,593
6/30/2021,321000010226,PS 226,Grade 4 Math,65,60,5,3,60%,1,20%,0,0%,1,20%,20%,575
6/30/2021,321000010226,PS 226,Grade 5 ELA,56,52,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010226,PS 226,Grade 5 Math,57,53,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,321000010228,JONAS BRONCK ACADEMY,Grade 6 ELA,87,45,42,4,10%,8,19%,17,40%,13,31%,71%,608
6/30/2021,321000010228,JONAS BRONCK ACADEMY,Grade 6 Math,87,48,39,17,44%,8,21%,10,26%,4,10%,36%,596
6/30/2021,321000010228,JONAS BRONCK ACADEMY,Grade 7 ELA,90,46,44,4,9%,8,18%,24,55%,8,18%,73%,608
6/30/2021,321000010228,JONAS BRONCK ACADEMY,Grade 7 Math,90,45,45,16,36%,17,38%,5,11%,7,16%,27%,593
6/30/2021,321000010228,JONAS BRONCK ACADEMY,Grade 8 ELA,86,51,35,3,9%,8,23%,10,29%,14,40%,69%,608
6/30/2021,321000010228,JONAS BRONCK ACADEMY,Grade 8 Math,86,69,17,5,29%,9,53%,2,12%,1,6%,18%,600
6/30/2021,321000010244,NEW SCHOOL-LEADERSHIP & JOURNAL,Grade 5 ELA,1,1,0,0,,0,,0,,0,,,
6/30/2021,321000010244,NEW SCHOOL-LEADERSHIP & JOURNAL,Grade 5 Math,1,1,0,0,,0,,0,,0,,,
6/30/2021,321000010244,NEW SCHOOL-LEADERSHIP & JOURNAL,Grade 6 ELA,188,188,0,0,,0,,0,,0,,,
6/30/2021,321000010244,NEW SCHOOL-LEADERSHIP & JOURNAL,Grade 6 Math,188,188,0,0,,0,,0,,0,,,
6/30/2021,321000010244,NEW SCHOOL-LEADERSHIP & JOURNAL,Grade 7 ELA,238,238,0,0,,0,,0,,0,,,
6/30/2021,321000010244,NEW SCHOOL-LEADERSHIP & JOURNAL,Grade 7 Math,238,238,0,0,,0,,0,,0,,,
6/30/2021,321000010244,NEW SCHOOL-LEADERSHIP & JOURNAL,Grade 8 ELA,253,253,0,0,,0,,0,,0,,,
6/30/2021,321000010244,NEW SCHOOL-LEADERSHIP & JOURNAL,Grade 8 Math,253,253,0,0,,0,,0,,0,,,
6/30/2021,321000010246,PS 246 POE CENTER,Grade 3 ELA,104,98,6,2,33%,3,50%,1,17%,0,0%,17%,587
6/30/2021,321000010246,PS 246 POE CENTER,Grade 3 Math,104,98,6,5,83%,0,0%,1,17%,0,0%,17%,576
6/30/2021,321000010246,PS 246 POE CENTER,Grade 4 ELA,110,104,6,3,50%,1,17%,1,17%,1,17%,33%,588
6/30/2021,321000010246,PS 246 POE CENTER,Grade 4 Math,110,104,6,2,33%,2,33%,1,17%,1,17%,33%,593
6/30/2021,321000010246,PS 246 POE CENTER,Grade 5 ELA,92,77,15,6,40%,6,40%,3,20%,0,0%,20%,594
6/30/2021,321000010246,PS 246 POE CENTER,Grade 5 Math,92,77,15,10,67%,3,20%,1,7%,1,7%,13%,580
6/30/2021,321000010254,IS 254,Grade 6 ELA,170,133,37,14,38%,11,30%,11,30%,1,3%,32%,585
6/30/2021,321000010254,IS 254,Grade 6 Math,170,128,42,35,83%,6,14%,0,0%,1,2%,2%,579
6/30/2021,321000010254,IS 254,Grade 7 ELA,139,110,29,14,48%,8,28%,7,24%,0,0%,24%,588
6/30/2021,321000010254,IS 254,Grade 7 Math,139,108,31,23,74%,6,19%,2,6%,0,0%,6%,577
6/30/2021,321000010254,IS 254,Grade 8 ELA,156,107,49,14,29%,17,35%,10,20%,8,16%,37%,591
6/30/2021,321000010254,IS 254,Grade 8 Math,156,156,0,0,,0,,0,,0,,,
6/30/2021,321000010279,PS 279 CAPT MANUEL RIVERA JR,Grade 3 ELA,79,63,16,4,25%,4,25%,6,38%,2,13%,50%,595
6/30/2021,321000010279,PS 279 CAPT MANUEL RIVERA JR,Grade 3 Math,80,63,17,7,41%,4,24%,4,24%,2,12%,35%,591
6/30/2021,321000010279,PS 279 CAPT MANUEL RIVERA JR,Grade 4 ELA,105,78,27,7,26%,7,26%,4,15%,9,33%,48%,600
6/30/2021,321000010279,PS 279 CAPT MANUEL RIVERA JR,Grade 4 Math,105,76,29,17,59%,6,21%,3,10%,3,10%,21%,579
6/30/2021,321000010279,PS 279 CAPT MANUEL RIVERA JR,Grade 5 ELA,105,77,28,15,54%,7,25%,4,14%,2,7%,21%,582
6/30/2021,321000010279,PS 279 CAPT MANUEL RIVERA JR,Grade 5 Math,105,76,29,22,76%,3,10%,3,10%,1,3%,14%,582
6/30/2021,321000010279,PS 279 CAPT MANUEL RIVERA JR,Grade 6 ELA,127,117,10,3,30%,3,30%,3,30%,1,10%,40%,595
6/30/2021,321000010279,PS 279 CAPT MANUEL RIVERA JR,Grade 6 Math,127,117,10,4,40%,5,50%,1,10%,0,0%,10%,588
6/30/2021,321000010279,PS 279 CAPT MANUEL RIVERA JR,Grade 7 ELA,127,114,13,8,62%,3,23%,2,15%,0,0%,15%,584
6/30/2021,321000010279,PS 279 CAPT MANUEL RIVERA JR,Grade 7 Math,126,115,11,5,45%,5,45%,0,0%,1,9%,9%,581
