dbn,ay,test_year,grade,category,number_tested,mean_scale_score,level_1_n,level_1_pct,level_2_n,level_2_pct,level_3_n,level_3_pct,level_4_n,level_4_pct,level_3_4_n,level_3_4_pct,year,charter
84K037,2014,2015,3,All Students,43,306.0,9.0,20.9,20.0,46.5,13.0,30.2,1.0,2.3,14.0,32.6,2015,True
84K037,2015,2016,3,All Students,52,319.0,4.0,7.7,20.0,38.5,25.0,48.1,3.0,5.8,28.0,53.8,2016,True
84K037,2016,2017,3,All Students,50,323.0,2.0,4.0,16.0,32.0,29.0,58.0,3.0,6.0,32.0,64.0,2017,True
84K037,2017,2018,3,All Students,51,604.0,4.0,7.8,16.0,31.4,28.0,54.9,3.0,5.9,31.0,60.8,2018,True
84K037,2018,2019,3,All Students,49,606.0,3.0,6.1,7.0,14.3,35.0,71.4,4.0,8.2,39.0,79.6,2019,True
84K037,2015,2016,4,All Students,40,315.0,4.0,10.0,18.0,45.0,14.0,35.0,4.0,10.0,18.0,45.0,2016,True
84K037,2016,2017,4,All Students,52,320.0,4.0,7.7,18.0,34.6,21.0,40.4,9.0,17.3,30.0,57.7,2017,True
84K037,2017,2018,4,All Students,53,604.0,3.0,5.7,22.0,41.5,21.0,39.6,7.0,13.2,28.0,52.8,2018,True
84K037,2018,2019,4,All Students,53,602.0,7.0,13.2,14.0,26.4,25.0,47.2,7.0,13.2,32.0,60.4,2019,True
84K037,2016,2017,5,All Students,39,316.0,3.0,7.7,17.0,43.6,17.0,43.6,2.0,5.1,19.0,48.7,2017,True
84K037,2017,2018,5,All Students,53,603.0,16.0,30.2,17.0,32.1,11.0,20.8,9.0,17.0,20.0,37.7,2018,True
84K037,2018,2019,5,All Students,50,604.0,9.0,18.0,21.0,42.0,13.0,26.0,7.0,14.0,20.0,40.0,2019,True
84K037,2017,2018,6,All Students,42,606.0,3.0,7.1,11.0,26.2,16.0,38.1,12.0,28.6,28.0,66.7,2018,True
84K037,2018,2019,6,All Students,52,596.0,15.0,28.8,17.0,32.7,10.0,19.2,10.0,19.2,20.0,38.5,2019,True
84K037,2018,2019,7,All Students,40,601.0,8.0,20.0,15.0,37.5,14.0,35.0,3.0,7.5,17.0,42.5,2019,True
84K037,2014,2015,All Grades,All Students,43,306.0,9.0,20.9,20.0,46.5,13.0,30.2,1.0,2.3,14.0,32.6,2015,True
84K037,2015,2016,All Grades,All Students,92,317.0,8.0,8.7,38.0,41.3,39.0,42.4,7.0,7.6,46.0,50.0,2016,True
84K037,2016,2017,All Grades,All Students,141,320.0,9.0,6.4,51.0,36.2,67.0,47.5,14.0,9.9,81.0,57.4,2017,True
84K037,2017,2018,All Grades,All Students,199,604.0,26.0,13.1,66.0,33.2,76.0,38.2,31.0,15.6,107.0,53.8,2018,True
84K037,2018,2019,All Grades,All Students,244,602.0,42.0,17.2,74.0,30.3,97.0,39.8,31.0,12.7,128.0,52.5,2019,True
84K125,2014,2015,3,All Students,56,322.0,8.0,14.3,15.0,26.8,27.0,48.2,6.0,10.7,33.0,58.9,2015,True
84K125,2015,2016,3,All Students,78,340.0,1.0,1.3,10.0,12.8,45.0,57.7,22.0,28.2,67.0,85.9,2016,True
84K125,2016,2017,3,All Students,81,336.0,1.0,1.2,14.0,17.3,57.0,70.4,9.0,11.1,66.0,81.5,2017,True
84K125,2017,2018,3,All Students,73,618.0,0.0,0.0,5.0,6.8,50.0,68.5,18.0,24.7,68.0,93.2,2018,True
84K125,2018,2019,3,All Students,79,621.0,0.0,0.0,4.0,5.1,48.0,60.8,27.0,34.2,75.0,94.9,2019,True
84K125,2015,2016,4,All Students,47,333.0,1.0,2.1,5.0,10.6,22.0,46.8,19.0,40.4,41.0,87.2,2016,True
84K125,2016,2017,4,All Students,72,339.0,0.0,0.0,4.0,5.6,37.0,51.4,31.0,43.1,68.0,94.4,2017,True
84K125,2017,2018,4,All Students,70,614.0,0.0,0.0,9.0,12.9,35.0,50.0,26.0,37.1,61.0,87.1,2018,True
84K125,2018,2019,4,All Students,46,617.0,0.0,0.0,2.0,4.3,22.0,47.8,22.0,47.8,44.0,95.7,2019,True
84K125,2014,2015,All Grades,All Students,56,322.0,8.0,14.3,15.0,26.8,27.0,48.2,6.0,10.7,33.0,58.9,2015,True
84K125,2015,2016,All Grades,All Students,125,338.0,2.0,1.6,15.0,12.0,67.0,53.6,41.0,32.8,108.0,86.4,2016,True
84K125,2016,2017,All Grades,All Students,153,337.0,1.0,0.7,18.0,11.8,94.0,61.4,40.0,26.1,134.0,87.6,2017,True
84K125,2017,2018,All Grades,All Students,143,616.0,0.0,0.0,14.0,9.8,85.0,59.4,44.0,30.8,129.0,90.2,2018,True
84K125,2018,2019,All Grades,All Students,125,619.0,0.0,0.0,6.0,4.8,70.0,56.0,49.0,39.2,119.0,95.2,2019,True
84K129,2014,2015,3,All Students,73,341.0,2.0,2.7,9.0,12.3,39.0,53.4,23.0,31.5,62.0,84.9,2015,True
84K129,2015,2016,3,All Students,102,348.0,0.0,0.0,10.0,9.8,53.0,52.0,39.0,38.2,92.0,90.2,2016,True
84K129,2016,2017,3,All Students,74,339.0,0.0,0.0,8.0,10.8,49.0,66.2,17.0,23.0,66.0,89.2,2017,True
84K129,2017,2018,3,All Students,63,623.0,0.0,0.0,1.0,1.6,42.0,66.7,20.0,31.7,62.0,98.4,2018,True
84K129,2018,2019,3,All Students,72,623.0,0.0,0.0,0.0,0.0,46.0,63.9,26.0,36.1,72.0,100.0,2019,True
84K129,2015,2016,4,All Students,54,348.0,0.0,0.0,1.0,1.9,14.0,25.9,39.0,72.2,53.0,98.1,2016,True
84K129,2016,2017,4,All Students,90,341.0,0.0,0.0,7.0,7.8,38.0,42.2,45.0,50.0,83.0,92.2,2017,True
84K129,2017,2018,4,All Students,69,621.0,0.0,0.0,2.0,2.9,24.0,34.8,43.0,62.3,67.0,97.1,2018,True
84K129,2018,2019,4,All Students,59,619.0,0.0,0.0,2.0,3.4,23.0,39.0,34.0,57.6,57.0,96.6,2019,True
84K129,2016,2017,5,All Students,52,355.0,0.0,0.0,2.0,3.8,16.0,30.8,34.0,65.4,50.0,96.2,2017,True
84K129,2017,2018,5,All Students,57,621.0,0.0,0.0,8.0,14.0,22.0,38.6,27.0,47.4,49.0,86.0,2018,True
84K129,2017,2018,6,All Students,21,621.0,0.0,0.0,0.0,0.0,6.0,28.6,15.0,71.4,21.0,100.0,2018,True
84K129,2014,2015,All Grades,All Students,73,341.0,2.0,2.7,9.0,12.3,39.0,53.4,23.0,31.5,62.0,84.9,2015,True
84K129,2015,2016,All Grades,All Students,156,348.0,0.0,0.0,11.0,7.1,67.0,42.9,78.0,50.0,145.0,92.9,2016,True
84K129,2016,2017,All Grades,All Students,216,344.0,0.0,0.0,17.0,7.9,103.0,47.7,96.0,44.4,199.0,92.1,2017,True
84K129,2017,2018,All Grades,All Students,210,622.0,0.0,0.0,11.0,5.2,94.0,44.8,105.0,50.0,199.0,94.8,2018,True
84K129,2018,2019,All Grades,All Students,131,621.0,0.0,0.0,2.0,1.5,69.0,52.7,60.0,45.8,129.0,98.5,2019,True
84K182,2014,2015,3,All Students,76,334.0,1.0,1.3,14.0,18.4,46.0,60.5,15.0,19.7,61.0,80.3,2015,True
84K182,2015,2016,3,All Students,99,326.0,6.0,6.1,28.0,28.3,59.0,59.6,6.0,6.1,65.0,65.7,2016,True
84K182,2016,2017,3,All Students,98,329.0,5.0,5.1,22.0,22.4,63.0,64.3,8.0,8.2,71.0,72.4,2017,True
84K182,2017,2018,3,All Students,76,620.0,0.0,0.0,4.0,5.3,50.0,65.8,22.0,28.9,72.0,94.7,2018,True
84K182,2018,2019,3,All Students,63,621.0,0.0,0.0,0.0,0.0,45.0,71.4,18.0,28.6,63.0,100.0,2019,True
84K182,2015,2016,4,All Students,69,340.0,0.0,0.0,7.0,10.1,28.0,40.6,34.0,49.3,62.0,89.9,2016,True
84K182,2016,2017,4,All Students,91,331.0,2.0,2.2,21.0,23.1,36.0,39.6,32.0,35.2,68.0,74.7,2017,True
84K182,2017,2018,4,All Students,81,614.0,0.0,0.0,11.0,13.6,36.0,44.4,34.0,42.0,70.0,86.4,2018,True
84K182,2018,2019,4,All Students,71,617.0,0.0,0.0,2.0,2.8,38.0,53.5,31.0,43.7,69.0,97.2,2019,True
84K182,2016,2017,5,All Students,63,342.0,1.0,1.6,7.0,11.1,25.0,39.7,30.0,47.6,55.0,87.3,2017,True
84K182,2014,2015,All Grades,All Students,76,334.0,1.0,1.3,14.0,18.4,46.0,60.5,15.0,19.7,61.0,80.3,2015,True
84K182,2015,2016,All Grades,All Students,168,332.0,6.0,3.6,35.0,20.8,87.0,51.8,40.0,23.8,127.0,75.6,2016,True
84K182,2016,2017,All Grades,All Students,252,333.0,8.0,3.2,50.0,19.8,124.0,49.2,70.0,27.8,194.0,77.0,2017,True
84K182,2017,2018,All Grades,All Students,157,617.0,0.0,0.0,15.0,9.6,86.0,54.8,56.0,35.7,142.0,90.4,2018,True
84K182,2018,2019,All Grades,All Students,134,619.0,0.0,0.0,2.0,1.5,83.0,61.9,49.0,36.6,132.0,98.5,2019,True
84K333,2012,2013,3,All Students,63,296.0,24.0,38.1,27.0,42.9,12.0,19.0,0.0,0.0,12.0,19.0,2013,True
84K333,2013,2014,3,All Students,61,295.0,22.0,36.1,26.0,42.6,12.0,19.7,1.0,1.6,13.0,21.3,2014,True
84K333,2014,2015,3,All Students,64,283.0,38.0,59.4,19.0,29.7,6.0,9.4,1.0,1.6,7.0,10.9,2015,True
84K333,2015,2016,3,All Students,57,301.0,19.0,33.3,20.0,35.1,16.0,28.1,2.0,3.5,18.0,31.6,2016,True
84K333,2016,2017,3,All Students,61,290.0,28.0,45.9,17.0,27.9,16.0,26.2,0.0,0.0,16.0,26.2,2017,True
84K333,2017,2018,3,All Students,54,595.0,14.0,25.9,14.0,25.9,24.0,44.4,2.0,3.7,26.0,48.1,2018,True
84K333,2018,2019,3,All Students,55,595.0,14.0,25.5,17.0,30.9,19.0,34.5,5.0,9.1,24.0,43.6,2019,True
84K333,2013,2014,4,All Students,59,296.0,22.0,37.3,18.0,30.5,18.0,30.5,1.0,1.7,19.0,32.2,2014,True
84K333,2014,2015,4,All Students,62,289.0,21.0,33.9,34.0,54.8,7.0,11.3,0.0,0.0,7.0,11.3,2015,True
84K333,2015,2016,4,All Students,64,287.0,28.0,43.8,29.0,45.3,4.0,6.3,3.0,4.7,7.0,10.9,2016,True
84K333,2016,2017,4,All Students,63,294.0,23.0,36.5,26.0,41.3,9.0,14.3,5.0,7.9,14.0,22.2,2017,True
84K333,2017,2018,4,All Students,54,593.0,17.0,31.5,21.0,38.9,11.0,20.4,5.0,9.3,16.0,29.6,2018,True
84K333,2018,2019,4,All Students,56,594.0,15.0,26.8,22.0,39.3,13.0,23.2,6.0,10.7,19.0,33.9,2019,True
84K333,2014,2015,5,All Students,64,290.0,25.0,39.1,33.0,51.6,6.0,9.4,0.0,0.0,6.0,9.4,2015,True
84K333,2015,2016,5,All Students,60,287.0,25.0,41.7,27.0,45.0,8.0,13.3,0.0,0.0,8.0,13.3,2016,True
84K333,2016,2017,5,All Students,59,280.0,36.0,61.0,18.0,30.5,4.0,6.8,1.0,1.7,5.0,8.5,2017,True
84K333,2017,2018,5,All Students,56,598.0,24.0,42.9,12.0,21.4,11.0,19.6,9.0,16.1,20.0,35.7,2018,True
84K333,2018,2019,5,All Students,55,597.0,20.0,36.4,14.0,25.5,9.0,16.4,12.0,21.8,21.0,38.2,2019,True
84K333,2015,2016,6,All Students,66,292.0,21.0,31.8,32.0,48.5,10.0,15.2,3.0,4.5,13.0,19.7,2016,True
84K333,2016,2017,6,All Students,47,289.0,18.0,38.3,22.0,46.8,6.0,12.8,1.0,2.1,7.0,14.9,2017,True
84K333,2017,2018,6,All Students,52,592.0,20.0,38.5,23.0,44.2,5.0,9.6,4.0,7.7,9.0,17.3,2018,True
84K333,2018,2019,6,All Students,55,591.0,20.0,36.4,15.0,27.3,10.0,18.2,10.0,18.2,20.0,36.4,2019,True
84K333,2016,2017,7,All Students,64,301.0,16.0,25.0,36.0,56.3,9.0,14.1,3.0,4.7,12.0,18.8,2017,True
84K333,2017,2018,7,All Students,50,601.0,11.0,22.0,18.0,36.0,19.0,38.0,2.0,4.0,21.0,42.0,2018,True
84K333,2018,2019,7,All Students,59,598.0,18.0,30.5,23.0,39.0,15.0,25.4,3.0,5.1,18.0,30.5,2019,True
84K333,2017,2018,8,All Students,53,604.0,1.0,1.9,23.0,43.4,21.0,39.6,8.0,15.1,29.0,54.7,2018,True
84K333,2018,2019,8,All Students,50,602.0,5.0,10.0,19.0,38.0,17.0,34.0,9.0,18.0,26.0,52.0,2019,True
84K333,2012,2013,All Grades,All Students,63,296.0,24.0,38.1,27.0,42.9,12.0,19.0,0.0,0.0,12.0,19.0,2013,True
84K333,2013,2014,All Grades,All Students,120,296.0,44.0,36.7,44.0,36.7,30.0,25.0,2.0,1.7,32.0,26.7,2014,True
84K333,2014,2015,All Grades,All Students,190,287.0,84.0,44.2,86.0,45.3,19.0,10.0,1.0,0.5,20.0,10.5,2015,True
84K333,2015,2016,All Grades,All Students,247,292.0,93.0,37.7,108.0,43.7,38.0,15.4,8.0,3.2,46.0,18.6,2016,True
84K333,2016,2017,All Grades,All Students,294,291.0,121.0,41.2,119.0,40.5,44.0,15.0,10.0,3.4,54.0,18.4,2017,True
84K333,2017,2018,All Grades,All Students,319,597.0,87.0,27.3,111.0,34.8,91.0,28.5,30.0,9.4,121.0,37.9,2018,True
84K333,2018,2019,All Grades,All Students,330,596.0,92.0,27.9,110.0,33.3,83.0,25.2,45.0,13.6,128.0,38.8,2019,True
84K355,2012,2013,5,All Students,88,295.0,32.0,36.4,36.0,40.9,19.0,21.6,1.0,1.1,20.0,22.7,2013,True
84K355,2013,2014,5,All Students,80,297.0,30.0,37.5,33.0,41.3,16.0,20.0,1.0,1.3,17.0,21.3,2014,True
84K355,2014,2015,5,All Students,81,289.0,37.0,45.7,33.0,40.7,10.0,12.3,1.0,1.2,11.0,13.6,2015,True
84K355,2015,2016,5,All Students,83,298.0,28.0,33.7,28.0,33.7,18.0,21.7,9.0,10.8,27.0,32.5,2016,True
84K355,2016,2017,5,All Students,82,291.0,36.0,43.9,29.0,35.4,11.0,13.4,6.0,7.3,17.0,20.7,2017,True
84K355,2017,2018,5,All Students,73,599.0,18.0,24.7,32.0,43.8,18.0,24.7,5.0,6.8,23.0,31.5,2018,True
84K355,2018,2019,5,All Students,81,601.0,21.0,25.9,33.0,40.7,17.0,21.0,10.0,12.3,27.0,33.3,2019,True
84K355,2012,2013,6,All Students,89,303.0,16.0,18.0,48.0,53.9,21.0,23.6,4.0,4.5,25.0,28.1,2013,True
84K355,2013,2014,6,All Students,81,303.0,13.0,16.0,48.0,59.3,14.0,17.3,6.0,7.4,20.0,24.7,2014,True
84K355,2014,2015,6,All Students,83,308.0,14.0,16.9,36.0,43.4,24.0,28.9,9.0,10.8,33.0,39.8,2015,True
84K355,2015,2016,6,All Students,87,298.0,20.0,23.0,48.0,55.2,17.0,19.5,2.0,2.3,19.0,21.8,2016,True
84K355,2016,2017,6,All Students,83,306.0,16.0,19.3,44.0,53.0,12.0,14.5,11.0,13.3,23.0,27.7,2017,True
84K355,2017,2018,6,All Students,83,605.0,10.0,12.0,23.0,27.7,29.0,34.9,21.0,25.3,50.0,60.2,2018,True
84K355,2018,2019,6,All Students,75,596.0,21.0,28.0,19.0,25.3,24.0,32.0,11.0,14.7,35.0,46.7,2019,True
84K355,2012,2013,7,All Students,83,311.0,7.0,8.4,44.0,53.0,27.0,32.5,5.0,6.0,32.0,38.6,2013,True
84K355,2013,2014,7,All Students,77,311.0,6.0,7.8,42.0,54.5,26.0,33.8,3.0,3.9,29.0,37.7,2014,True
84K355,2014,2015,7,All Students,81,299.0,21.0,25.9,40.0,49.4,18.0,22.2,2.0,2.5,20.0,24.7,2015,True
84K355,2015,2016,7,All Students,83,314.0,8.0,9.6,36.0,43.4,31.0,37.3,8.0,9.6,39.0,47.0,2016,True
84K355,2016,2017,7,All Students,81,309.0,12.0,14.8,39.0,48.1,27.0,33.3,3.0,3.7,30.0,37.0,2017,True
84K355,2017,2018,7,All Students,83,605.0,17.0,20.5,30.0,36.1,28.0,33.7,8.0,9.6,36.0,43.4,2018,True
84K355,2018,2019,7,All Students,82,605.0,9.0,11.0,37.0,45.1,27.0,32.9,9.0,11.0,36.0,43.9,2019,True
84K355,2012,2013,8,All Students,73,308.0,7.0,9.6,39.0,53.4,24.0,32.9,3.0,4.1,27.0,37.0,2013,True
84K355,2013,2014,8,All Students,78,312.0,6.0,7.7,35.0,44.9,31.0,39.7,6.0,7.7,37.0,47.4,2014,True
84K355,2014,2015,8,All Students,68,311.0,5.0,7.4,29.0,42.6,31.0,45.6,3.0,4.4,34.0,50.0,2015,True
84K355,2015,2016,8,All Students,76,308.0,9.0,11.8,42.0,55.3,21.0,27.6,4.0,5.3,25.0,32.9,2016,True
84K355,2016,2017,8,All Students,80,311.0,10.0,12.5,32.0,40.0,34.0,42.5,4.0,5.0,38.0,47.5,2017,True
84K355,2017,2018,8,All Students,78,600.0,8.0,10.3,36.0,46.2,25.0,32.1,9.0,11.5,34.0,43.6,2018,True
84K355,2018,2019,8,All Students,78,605.0,3.0,3.8,29.0,37.2,33.0,42.3,13.0,16.7,46.0,59.0,2019,True
84K355,2012,2013,All Grades,All Students,333,304.0,62.0,18.6,167.0,50.2,91.0,27.3,13.0,3.9,104.0,31.2,2013,True
84K355,2013,2014,All Grades,All Students,316,306.0,55.0,17.4,158.0,50.0,87.0,27.5,16.0,5.1,103.0,32.6,2014,True
84K355,2014,2015,All Grades,All Students,313,301.0,77.0,24.6,138.0,44.1,83.0,26.5,15.0,4.8,98.0,31.3,2015,True
84K355,2015,2016,All Grades,All Students,329,304.0,65.0,19.8,154.0,46.8,87.0,26.4,23.0,7.0,110.0,33.4,2016,True
84K355,2016,2017,All Grades,All Students,326,304.0,74.0,22.7,144.0,44.2,84.0,25.8,24.0,7.4,108.0,33.1,2017,True
84K355,2017,2018,All Grades,All Students,317,602.0,53.0,16.7,121.0,38.2,100.0,31.5,43.0,13.6,143.0,45.1,2018,True
84K355,2018,2019,All Grades,All Students,316,602.0,54.0,17.1,118.0,37.3,101.0,32.0,43.0,13.6,144.0,45.6,2019,True
84K356,2012,2013,3,All Students,86,308.0,17.0,19.8,36.0,41.9,32.0,37.2,1.0,1.2,33.0,38.4,2013,True
84K356,2013,2014,3,All Students,83,304.0,18.0,21.7,40.0,48.2,25.0,30.1,0.0,0.0,25.0,30.1,2014,True
84K356,2014,2015,3,All Students,89,297.0,29.0,32.6,42.0,47.2,17.0,19.1,1.0,1.1,18.0,20.2,2015,True
84K356,2015,2016,3,All Students,91,316.0,18.0,19.8,28.0,30.8,40.0,44.0,5.0,5.5,45.0,49.5,2016,True
84K356,2016,2017,3,All Students,87,325.0,6.0,6.9,28.0,32.2,45.0,51.7,8.0,9.2,53.0,60.9,2017,True
84K356,2017,2018,3,All Students,90,613.0,3.0,3.3,14.0,15.6,60.0,66.7,13.0,14.4,73.0,81.1,2018,True
84K356,2018,2019,3,All Students,93,609.0,2.0,2.2,27.0,29.0,50.0,53.8,14.0,15.1,64.0,68.8,2019,True
84K356,2012,2013,4,All Students,76,306.0,11.0,14.5,43.0,56.6,19.0,25.0,3.0,3.9,22.0,28.9,2013,True
84K356,2013,2014,4,All Students,80,305.0,12.0,15.0,50.0,62.5,16.0,20.0,2.0,2.5,18.0,22.5,2014,True
84K356,2014,2015,4,All Students,84,304.0,14.0,16.7,41.0,48.8,24.0,28.6,5.0,6.0,29.0,34.5,2015,True
84K356,2015,2016,4,All Students,84,310.0,10.0,11.9,44.0,52.4,25.0,29.8,5.0,6.0,30.0,35.7,2016,True
84K356,2016,2017,4,All Students,93,311.0,19.0,20.4,32.0,34.4,25.0,26.9,17.0,18.3,42.0,45.2,2017,True
84K356,2017,2018,4,All Students,88,611.0,3.0,3.4,20.0,22.7,36.0,40.9,29.0,33.0,65.0,73.9,2018,True
84K356,2018,2019,4,All Students,94,605.0,3.0,3.2,30.0,31.9,41.0,43.6,20.0,21.3,61.0,64.9,2019,True
84K356,2012,2013,5,All Students,85,290.0,38.0,44.7,30.0,35.3,17.0,20.0,0.0,0.0,17.0,20.0,2013,True
84K356,2013,2014,5,All Students,97,296.0,30.0,30.9,45.0,46.4,19.0,19.6,3.0,3.1,22.0,22.7,2014,True
84K356,2014,2015,5,All Students,98,296.0,28.0,28.6,51.0,52.0,17.0,17.3,2.0,2.0,19.0,19.4,2015,True
84K356,2015,2016,5,All Students,106,306.0,24.0,22.6,44.0,41.5,24.0,22.6,14.0,13.2,38.0,35.8,2016,True
84K356,2016,2017,5,All Students,107,309.0,27.0,25.2,41.0,38.3,24.0,22.4,15.0,14.0,39.0,36.4,2017,True
84K356,2017,2018,5,All Students,97,605.0,18.0,18.6,43.0,44.3,19.0,19.6,17.0,17.5,36.0,37.1,2018,True
84K356,2018,2019,5,All Students,89,605.0,24.0,27.0,22.0,24.7,27.0,30.3,16.0,18.0,43.0,48.3,2019,True
84K356,2012,2013,6,All Students,101,294.0,33.0,32.7,48.0,47.5,14.0,13.9,6.0,5.9,20.0,19.8,2013,True
84K356,2013,2014,6,All Students,86,298.0,23.0,26.7,48.0,55.8,10.0,11.6,5.0,5.8,15.0,17.4,2014,True
84K356,2014,2015,6,All Students,93,302.0,18.0,19.4,53.0,57.0,14.0,15.1,8.0,8.6,22.0,23.7,2015,True
84K356,2015,2016,6,All Students,91,311.0,6.0,6.6,45.0,49.5,31.0,34.1,9.0,9.9,40.0,44.0,2016,True
84K356,2016,2017,6,All Students,98,306.0,18.0,18.4,47.0,48.0,17.0,17.3,16.0,16.3,33.0,33.7,2017,True
84K356,2017,2018,6,All Students,93,607.0,6.0,6.5,22.0,23.7,33.0,35.5,32.0,34.4,65.0,69.9,2018,True
84K356,2018,2019,6,All Students,88,602.0,9.0,10.2,31.0,35.2,26.0,29.5,22.0,25.0,48.0,54.5,2019,True
84K356,2012,2013,7,All Students,76,303.0,24.0,31.6,31.0,40.8,17.0,22.4,4.0,5.3,21.0,27.6,2013,True
84K356,2013,2014,7,All Students,84,298.0,25.0,29.8,38.0,45.2,19.0,22.6,2.0,2.4,21.0,25.0,2014,True
84K356,2014,2015,7,All Students,82,303.0,18.0,22.0,41.0,50.0,20.0,24.4,3.0,3.7,23.0,28.0,2015,True
84K356,2015,2016,7,All Students,86,318.0,4.0,4.7,37.0,43.0,36.0,41.9,9.0,10.5,45.0,52.3,2016,True
84K356,2016,2017,7,All Students,86,326.0,1.0,1.2,24.0,27.9,41.0,47.7,20.0,23.3,61.0,70.9,2017,True
84K356,2017,2018,7,All Students,93,605.0,9.0,9.7,32.0,34.4,48.0,51.6,4.0,4.3,52.0,55.9,2018,True
84K356,2018,2019,7,All Students,93,610.0,11.0,11.8,27.0,29.0,29.0,31.2,26.0,28.0,55.0,59.1,2019,True
84K356,2012,2013,8,All Students,68,304.0,15.0,22.1,26.0,38.2,24.0,35.3,3.0,4.4,27.0,39.7,2013,True
84K356,2013,2014,8,All Students,64,307.0,7.0,10.9,35.0,54.7,17.0,26.6,5.0,7.8,22.0,34.4,2014,True
84K356,2014,2015,8,All Students,73,307.0,7.0,9.6,40.0,54.8,23.0,31.5,3.0,4.1,26.0,35.6,2015,True
84K356,2015,2016,8,All Students,75,320.0,3.0,4.0,25.0,33.3,39.0,52.0,8.0,10.7,47.0,62.7,2016,True
84K356,2016,2017,8,All Students,82,324.0,1.0,1.2,24.0,29.3,41.0,50.0,16.0,19.5,57.0,69.5,2017,True
84K356,2017,2018,8,All Students,80,609.0,3.0,3.8,21.0,26.3,28.0,35.0,28.0,35.0,56.0,70.0,2018,True
84K356,2018,2019,8,All Students,97,606.0,2.0,2.1,29.0,29.9,49.0,50.5,17.0,17.5,66.0,68.0,2019,True
84K356,2012,2013,All Grades,All Students,492,300.0,138.0,28.0,214.0,43.5,123.0,25.0,17.0,3.5,140.0,28.5,2013,True
84K356,2013,2014,All Grades,All Students,494,301.0,115.0,23.3,256.0,51.8,106.0,21.5,17.0,3.4,123.0,24.9,2014,True
84K356,2014,2015,All Grades,All Students,519,301.0,114.0,22.0,268.0,51.6,115.0,22.2,22.0,4.2,137.0,26.4,2015,True
84K356,2015,2016,All Grades,All Students,533,313.0,65.0,12.2,223.0,41.8,195.0,36.6,50.0,9.4,245.0,46.0,2016,True
84K356,2016,2017,All Grades,All Students,553,316.0,72.0,13.0,196.0,35.4,193.0,34.9,92.0,16.6,285.0,51.5,2017,True
84K356,2017,2018,All Grades,All Students,541,608.0,42.0,7.8,152.0,28.1,224.0,41.4,123.0,22.7,347.0,64.1,2018,True
84K356,2018,2019,All Grades,All Students,554,606.0,51.0,9.2,166.0,30.0,222.0,40.1,115.0,20.8,337.0,60.8,2019,True
84K357,2016,2017,3,All Students,83,320.0,8.0,9.6,30.0,36.1,41.0,49.4,4.0,4.8,45.0,54.2,2017,True
84K357,2017,2018,3,All Students,85,609.0,6.0,7.1,22.0,25.9,47.0,55.3,10.0,11.8,57.0,67.1,2018,True
84K357,2018,2019,3,All Students,90,604.0,6.0,6.7,29.0,32.2,49.0,54.4,6.0,6.7,55.0,61.1,2019,True
84K357,2017,2018,4,All Students,80,607.0,10.0,12.5,16.0,20.0,35.0,43.8,19.0,23.8,54.0,67.5,2018,True
84K357,2018,2019,4,All Students,89,603.0,4.0,4.5,33.0,37.1,39.0,43.8,13.0,14.6,52.0,58.4,2019,True
84K357,2012,2013,5,All Students,101,284.0,43.0,42.6,47.0,46.5,8.0,7.9,3.0,3.0,11.0,10.9,2013,True
84K357,2013,2014,5,All Students,90,292.0,37.0,41.1,36.0,40.0,15.0,16.7,2.0,2.2,17.0,18.9,2014,True
84K357,2014,2015,5,All Students,91,291.0,40.0,44.0,30.0,33.0,16.0,17.6,5.0,5.5,21.0,23.1,2015,True
84K357,2015,2016,5,All Students,91,294.0,36.0,39.6,28.0,30.8,26.0,28.6,1.0,1.1,27.0,29.7,2016,True
84K357,2016,2017,5,All Students,81,303.0,23.0,28.4,29.0,35.8,20.0,24.7,9.0,11.1,29.0,35.8,2017,True
84K357,2017,2018,5,All Students,63,600.0,19.0,30.2,21.0,33.3,15.0,23.8,8.0,12.7,23.0,36.5,2018,True
84K357,2018,2019,5,All Students,93,602.0,29.0,31.2,19.0,20.4,26.0,28.0,19.0,20.4,45.0,48.4,2019,True
84K357,2012,2013,6,All Students,100,288.0,38.0,38.0,50.0,50.0,11.0,11.0,1.0,1.0,12.0,12.0,2013,True
84K357,2013,2014,6,All Students,94,293.0,29.0,30.9,47.0,50.0,12.0,12.8,6.0,6.4,18.0,19.1,2014,True
84K357,2014,2015,6,All Students,93,294.0,33.0,35.5,41.0,44.1,13.0,14.0,6.0,6.5,19.0,20.4,2015,True
84K357,2015,2016,6,All Students,83,300.0,17.0,20.5,35.0,42.2,24.0,28.9,7.0,8.4,31.0,37.3,2016,True
84K357,2016,2017,6,All Students,88,300.0,22.0,25.0,37.0,42.0,17.0,19.3,12.0,13.6,29.0,33.0,2017,True
84K357,2017,2018,6,All Students,72,603.0,14.0,19.4,17.0,23.6,23.0,31.9,18.0,25.0,41.0,56.9,2018,True
84K357,2018,2019,6,All Students,59,599.0,14.0,23.7,18.0,30.5,12.0,20.3,15.0,25.4,27.0,45.8,2019,True
84K357,2012,2013,7,All Students,89,293.0,38.0,42.7,40.0,44.9,8.0,9.0,3.0,3.4,11.0,12.4,2013,True
84K357,2013,2014,7,All Students,83,289.0,32.0,38.6,40.0,48.2,10.0,12.0,1.0,1.2,11.0,13.3,2014,True
