dbn,beds
25Q185,342500010185
25Q189,342500010189
25Q193,342500010193
25Q194,342500010194
25Q200,342500010200
25Q201,342500010201
25Q209,342500010209
25Q214,342500010214
25Q219,342500010219
25Q237,342500010237
25Q240,342500011240
25Q241,342500011241
25Q242,342500010242
25Q244,342500010244
25Q250,342500010250
25Q252,342500011252
25Q263,342500011263
25Q281,342500011281
25Q285,342500011285
25Q294,342500010294
25Q379,342500010379
25Q409,0
25Q425,342500011425
25Q460,342500011460
25Q499,342500011499
25Q525,342500011525
25Q540,342500011540
25Q670,342500011670
25Q792,342500011792
26Q018,342600010018
26Q026,342600010026
26Q031,342600010031
26Q041,342600010041
26Q046,342600010046
26Q067,342600010067
26Q074,342600010074
26Q094,342600010094
26Q098,342600010098
26Q115,342600010115
26Q133,342600010133
26Q158,342600010158
26Q159,342600010159
26Q162,342600010162
26Q172,342600010172
26Q173,342600010173
26Q178,342600010178
26Q186,342600010186
26Q188,342600010188
26Q191,342600010191
26Q203,342600010203
26Q205,342600010205
26Q213,342600010213
26Q216,342600010216
26Q221,342600010221
26Q266,342600010266
26Q315,342600011315
26Q376,342600010376
26Q390,0
26Q415,342600011415
26Q430,342600011430
26Q435,342600011435
26Q495,342600011495
26Q566,342600011566
27Q042,342700010042
27Q043,342700010043
27Q045,342700010045
27Q047,342700010047
27Q051,342700010051
27Q053,342700010053
27Q056,342700010056
27Q060,342700010060
27Q062,342700010062
27Q063,342700010063
27Q064,342700010064
27Q065,342700010065
27Q066,342700010066
27Q090,342700010090
27Q096,342700010096
27Q097,342700010097
27Q100,342700010100
27Q104,342700010104
27Q105,342700010105
27Q106,342700010106
27Q108,342700010108
27Q114,342700010114
27Q123,342700010123
27Q124,342700010124
27Q137,342700010137
27Q146,342700010146
27Q155,342700010155
27Q183,342700010183
27Q197,342700010197
27Q202,342700010202
27Q207,342700010207
27Q210,342700010210
27Q223,342700010223
27Q226,342700010226
27Q232,342700010232
27Q253,342700010253
27Q254,342700010254
27Q260,342700011260
27Q261,342700011261
27Q262,342700011262
27Q273,342700010273
27Q282,342700010282
27Q297,342700010297
27Q302,342700011302
27Q306,342700010306
27Q308,342700011308
27Q309,342700011309
27Q314,342700010314
27Q316,342700010316
27Q317,342700010317
27Q318,342700010318
27Q319,342700010319
27Q323,342700010323
27Q324,342700011324
27Q333,342700010333
27Q334,342700011334
27Q336,0
27Q351,342700011351
27Q362,342700010362
27Q377,342700010377
27Q400,342700011400
27Q475,342700011475
27Q480,342700011480
27Q650,342700011650
28Q008,342800010008
28Q040,342800010040
28Q048,342800010048
28Q050,342800010050
28Q054,342800010054
28Q055,342800010055
28Q072,342800010072
28Q080,342800010080
28Q082,342800010082
28Q086,342800010086
28Q099,342800010099
28Q101,342800010101
28Q117,342800010117
28Q121,342800010121
28Q139,342800010139
28Q140,342800010140
28Q144,342800010144
28Q157,342800010157
28Q160,342800010160
28Q161,342800010161
28Q167,342800011167
28Q174,342800010174
28Q175,342800010175
28Q182,342800010182
28Q190,342800010190
28Q196,342800010196
28Q206,342800010206
28Q217,342800010217
28Q220,342800010220
28Q284,342800011284
28Q287,342800010287
28Q303,342800010303
28Q310,342800011310
28Q312,342800010312
28Q325,342800011325
28Q328,342800011328
28Q332,342800010332
28Q335,0
28Q338,342800011338
28Q349,342800010349
28Q350,342800011350
28Q354,342800010354
28Q358,342800010358
28Q440,342800011440
28Q505,342800011505
28Q620,342800011620
28Q680,342800011680
28Q686,342800011686
28Q687,342800011687
28Q690,342800011690
28Q896,342800011896
29Q015,342900010015
29Q033,342900010033
29Q034,342900010034
29Q035,342900010035
29Q036,342900010036
29Q037,342900010037
29Q038,342900010038
29Q052,342900010052
29Q059,342900010059
29Q095,342900010095
29Q109,342900010109
29Q116,342900010116
29Q118,342900010118
29Q131,342900010131
29Q132,342900010132
29Q134,342900010134
29Q135,342900010135
29Q136,342900010136
29Q138,342900010138
29Q147,342900010147
29Q156,342900010156
29Q176,342900010176
29Q181,342900010181
29Q192,342900010192
29Q195,342900010195
29Q208,342900010208
29Q238,342900010238
29Q243,342900011243
29Q248,342900011248
29Q251,342900010251
29Q259,342900011259
29Q265,342900011265
29Q268,342900010268
29Q270,342900010270
29Q272,342900011272
29Q283,342900011283
29Q289,342900010289
29Q295,342900010295
29Q313,342900011313
29Q326,342900011326
29Q327,342900011327
29Q355,342900010355
29Q356,342900010356
29Q360,342900010360
29Q381,0
29Q492,342900011492
29Q498,342900011498
30Q002,343000010002
30Q010,343000010010
30Q011,343000010011
30Q017,343000010017
30Q069,343000010069
30Q070,343000010070
30Q076,343000010076
30Q078,343000010078
30Q084,343000010084
30Q085,343000010085
30Q092,343000010092
30Q111,343000010111
30Q112,343000010112
30Q122,343000010122
30Q126,343000010126
30Q127,343000010127
30Q141,343000010141
30Q145,343000010145
30Q148,343000010148
30Q149,343000010149
30Q150,343000010150
30Q151,343000010151
30Q152,343000010152
30Q166,343000010166
30Q171,343000010171
30Q204,343000010204
30Q212,343000010212
30Q222,343000010222
30Q227,343000011227
30Q228,343000010228
30Q230,343000010230
30Q234,343000010234
30Q235,343000010235
30Q258,343000011258
30Q280,343000010280
30Q286,343000011286
30Q291,343000010291
30Q300,343000010300
30Q301,343000011301
30Q329,343000010329
30Q361,343000010361
30Q384,343000010384
30Q389,0
30Q398,343000010398
30Q445,343000011445
30Q450,343000011450
30Q501,343000011501
30Q502,343000011502
30Q555,343000011555
30Q575,343000011575
30Q580,343000011580
31R001,353100010001
31R002,353100010002
31R003,353100010003
31R004,353100010004
31R005,353100010005
31R006,353100010006
31R007,353100010007
31R008,353100010008
31R009,353100010009
31R010,353100010010
31R011,353100010011
31R013,353100010013
31R016,353100010016
31R018,353100010018
31R019,353100010019
31R020,353100010020
31R021,353100010021
31R022,353100010022
31R023,353100010023
31R024,353100010024
31R026,353100010026
31R027,353100010027
31R028,353100010028
31R029,353100010029
31R030,353100010030
31R031,353100010031
31R032,353100010032
31R034,353100010034
31R035,353100010035
31R036,353100010036
31R038,353100010038
31R039,353100010039
31R041,353100010041
31R042,353100010042
31R044,353100010044
31R045,353100010045
31R046,353100010046
31R047,353100011047
31R048,353100010048
31R049,353100010049
31R050,353100010050
31R051,353100010051
31R052,353100010052
31R053,353100010053
31R054,353100010054
31R055,353100010055
31R056,353100010056
31R057,353100010057
31R058,353100010058
31R059,353100010059
31R060,353100010060
31R061,353100010061
31R062,353100010062
31R063,353100010063
31R064,353100011064
31R065,353100010065
31R066,0
31R068,353100010068
31R069,353100010069
31R072,353100010072
31R074,353100010074
31R075,353100010075
31R078,353100010078
31R080,353100011080
31R440,353100011440
31R445,353100011445
31R450,353100011450
31R455,353100011455
31R460,353100011460
31R470,353100011470
31R600,353100011600
31R605,353100011605
31R861,353100010861
32K045,333200010045
32K075,333200010075
32K086,333200010086
32K106,333200010106
32K116,333200010116
32K123,333200010123
32K145,333200010145
32K151,333200010151
32K162,333200010162
32K168,333200011168
32K274,333200010274
32K291,333200010291
32K299,333200010299
32K347,333200010347
32K349,333200010349
32K376,333200010376
32K377,333200010377
32K383,333200010383
32K384,333200010384
32K403,333200011403
32K545,333200011545
32K549,333200011549
32K552,333200011552
32K554,333200011554
32K556,333200011556
32K562,333200010562
32K564,333200010564
75K004,307500013004
75K036,307500013036
75K053,307500013053
75K077,307500013077
75K140,307500013140
75K141,307500013141
75K231,307500013231
75K368,307500013368
75K369,307500013369
75K370,307500013370
75K371,307500013371
75K372,307500013372
75K373,307500013373
75K396,307500013396
75K721,307500013721
75K753,307500013753
75K771,307500013771
75K811,307500013811
75M035,307500011035
75M079,307500011079
75M094,307500011094
75M138,307500011138
75M169,307500011169
75M226,307500011226
75M401,307500011401
75M501,307500010000
75M721,307500011721
75M751,307500011751
75M811,307500011811
75Q004,307500014004
75Q009,307500014009
75Q023,307500014023
75Q075,307500014075
75Q177,307500014177
75Q224,307500014224
75Q233,307500014233
75Q255,307500014255
75Q256,0
75Q277,307500014277
75Q721,307500014721
75Q752,307500014752
75Q811,307500014811
75Q993,307500014993
75R025,307500015025
75R037,307500015037
75R373,307500015373
75R721,307500015721
75X010,307500012010
75X012,307500012012
75X017,307500012017
75X168,307500012168
75X176,307500012176
75X186,307500012186
75X188,307500012188
75X352,307500012352
75X469,307500012469
75X596,307500012596
75X721,307500012721
75X723,307500012723
75X754,307500012754
75X811,307500012811
79K925,0
79M331,0
79M379,0
79M645,0
79M973,0
79Q344,0
79Q950,0
79X695,0
84K037,331400861021
84K125,331400861022
84K129,331500861023
84K182,331400861024
84K333,331700861027
84K355,331400860885
84K356,331700860879
84K357,331700860882
84K358,331900860880
84K360,331600861003
84K362,331500860878
84K367,331400861007
84K379,331800860702
84K395,332300861007
84K406,331600860975
84K417,331300861006
84K473,331400860865
84K486,331500861016
84K508,331300860902
84K517,331300860901
84K536,331300860893
84K538,333200860906
84K593,331600860860
84K608,331800860908
84K626,332300860912
84K648,331600860918
84K649,331600860924
84K651,331500860927
84K652,331800860916
84K680,331900860993
84K693,331400860945
84K701,331400860809
84K702,331300860810
84K704,331700860841
84K707,331500860935
84K710,332300860939
84K711,332300860942
84K712,331600860938
84K724,331800860943
84K730,331500860953
84K731,331600860847
84K733,333200861059
84K736,331800861057
84K737,332300860954
84K738,332200861053
84K739,332200861051
84K740,331900860958
84K741,331700861041
84K742,331700860950
84K744,332100860949
84K746,332200860955
84K752,331300861039
84K756,331700861040
84K757,331300861056
84K758,331500861011
84K759,331800861033
84K766,331300861079
84K769,331900860972
84K772,332100861075
84K774,331900860933
84K775,332300860941
84K777,332300860936
84K780,331300860937
84K781,332200861076
84K782,331600860971
84K784,333200861045
84K785,331900860973
84K788,331900861072
84K789,331300861066
84K790,332200861050
84K791,332200860978
84K792,331800860988
84K793,333200860987
84K803,331300861063
84K807,331900861065
84K876,331700861086
84K879,331300861077
84K882,333200861096
84K883,331600861095
84K886,331700861094
84K892,331600861112
84K895,332100861123
84K910,331900861131
84K911,331300861110
84K912,332300861127
84K927,331800861146
84K928,331500861162
84K929,331900861132
84K930,331500861158
84K933,331700861164
84K934,331700861165
84K937,331500861156
84K956,0
84M065,310500861001
84M068,310600861013
84M080,310100861031
84M085,310500861012
84M100,310500861015
84M168,310400861046
84M170,310200861043
84M174,310200861042
84M186,310300861034
84M202,310100861055
84M204,310400861081
84M263,310200861104
84M265,310600861073
84M279,310300860871
84M284,310500860864
84M295,310600861101
84M320,310100860873
84M329,310300860875
84M330,310100860866
84M335,310400860849
84M336,310500860883
84M337,310400861061
84M338,310600861111
84M341,310500860886
84M350,310500860894
84M351,310300860897
84M353,310600860887
84M357,310500861088
84M358,310200861087
84M373,310600861140
84M380,310500861149
84M382,310400860919
84M383,310500861171
84M384,310500860921
84M385,310400860922
84M386,310300860923
84M388,310500860928
84M430,310600860929
84M433,310400860968
84M478,310600860966
84M481,310500860989
84M482,310500860979
84M483,310300860963
84M518,310400860995
84M522,310200860992
84M523,310300861008
84M702,310300860804
84M704,310400860812
84M705,310400860806
84M707,310200860819
84M708,310400860840
84M709,310500860848
84M726,310500860858
84M861,310300860881
84Q083,342400861025
84Q170,342700860869
84Q298,342400861048
84Q304,343000860932
84Q320,342700861054
84Q321,343000860952
84Q337,342900861077
84Q339,342900861078
84Q340,342700860990
84Q341,342900860974
84Q342,342800860969
84Q359,343000860998
84Q372,342800860824
84Q373,342700861052
84Q374,342700861099
84Q375,342700861090
84Q380,342400861113
84Q385,342500861133
84Q386,342700861118
84Q387,343000861152
84Q388,342700861147
84Q414,0
84Q704,342900860821
84Q705,343000860822
84Q706,343000860836
84R012,353100861083
84R067,353100860959
84R070,353100861136
84R073,353100860984
84R076,353100861144
84R077,353100861175
84X124,321200861026
84X133,320900861029
84X165,320800860872
84X177,320900861004
84X185,321200860870
84X200,321200861010
84X202,320800861017
84X208,320700861018
84X233,320700861028
84X255,321100860859
84X309,320700860889
84X345,320800860903
84X346,321200860898
84X347,321000860904
84X362,320800861030
84X364,320700861035
84X378,321100860909
84X380,320800861044
84X387,320700861014
84X389,320700860915
84X393,320700860920
84X394,320700860925
84X395,320700860926
84X398,321000860914
84X407,320700860852
84X419,320900860913
84X422,321100860917
84X429,321000861064
84X460,321000861075
84X461,320900860962
84X464,320800861074
84X465,320700860994
84X471,320700861062
84X472,320700861070
84X482,321200860965
84X484,321100861076
84X486,320900861073
84X487,320800860940
84X488,321100860956
84X489,0
84X491,320700860957
84X492,320800861068
84X493,320700860981
84X494,320900860980
84X496,321100860948
84X497,320700861080
84X538,321100860982
84X539,321000860999
84X553,321000860704
84X554,320700861005
84X579,321100861103
84X581,320700861100
84X585,320700861114
84X586,320700861106
84X587,321200861108
84X588,0
84X589,321100861115
84X592,321000861074
84X597,321200861107
84X598,321000861135
84X599,321000861130
84X606,320800861126
84X608,321100861120
84X609,320700861141
84X610,320700861139
84X611,320700861154
84X612,320700861145
84X613,320800861143
84X614,320700861167
84X615,320700861173
84X616,321000861150
84X617,321000861151
84X619,320800861155
84X620,321000861121
84X623,320700861137
84X627,0
84X628,0
84X629,0
84X630,0
84X631,0
84X632,0
84X633,0
84X703,320900860807
84X704,320700860820
84X705,320900860839
84X706,320900860823
84X717,320900860835
84X718,321100860855
84X730,320800860846
