mean_scale_score,total_enrollment,asian_pct,black_pct,hispanic_pct,white_pct,swd_pct,ell_pct,poverty_pct,charter,eni_pct,district
600,353,0.011,0.683,0.266,0.011,0.193,0.082,0.822,1,0.812,84
592.7407227,442,0.027,0.491,0.457,0.018,0.217,0.174,0.96,0,0.931,23
604.6694946,813,0.223,0.011,0.133,0.604,0.154,0.09,0.571,0,0.488,28
604,421,0,0.055,0.941,0.002,0.154,0.195,0.96,1,0.908,84
597.7128906,1037,0.014,0.306,0.662,0.014,0.161,0.334,0.93,0,0.96,9
626,788,0.126,0.201,0.378,0.256,0.178,0.029,0.472,1,0.455,84
593.5142822,417,0.002,0.18,0.794,0.019,0.3,0.158,0.832,0,0.888,14
612.3237305,964,0.358,0.019,0.493,0.1,0.205,0.215,0.661,0,0.69,30
625,346,0.017,0.633,0.283,0.017,0.191,0.014,0.829,1,0.783,84
591,241,0.137,0.149,0.685,0.012,0.257,0.145,0.855,1,0.827,84
591.2337646,359,0.011,0.128,0.802,0.033,0.217,0.228,0.96,0,0.895,32
602,839,0.005,0.892,0.08,0.002,0.147,0.012,0.831,1,0.716,84
607,1052,0.002,0.108,0.875,0.009,0.194,0.092,0.889,1,0.815,84
616,357,0,0.473,0.496,0.017,0.137,0.143,0.905,1,0.834,84
574.9122925,388,0.003,0.492,0.423,0.044,0.343,0.077,0.933,0,0.946,31
605.8768311,1024,0.401,0.006,0.397,0.182,0.154,0.123,0.738,0,0.592,24
609.248291,915,0.633,0.01,0.31,0.03,0.118,0.464,0.896,0,0.789,25
598.8651733,325,0.012,0.822,0.135,0.009,0.222,0.055,0.815,0,0.632,29
598.8322144,329,0.03,0.48,0.456,0.027,0.261,0.106,0.884,0,0.934,9
610,773,0.085,0.1,0.351,0.417,0.201,0.022,0.44,1,0.427,84
590.9259033,472,0.008,0.364,0.608,0.013,0.267,0.367,0.96,0,0.96,9
618,918,0.012,0.265,0.704,0.015,0.225,0.127,0.865,1,0.783,84
598.5769043,244,0.008,0.016,0.16,0.799,0.291,0.016,0.434,0,0.356,27
591.8099976,433,0.009,0.233,0.73,0.023,0.296,0.189,0.889,0,0.932,8
590.347229,270,0.052,0.481,0.363,0.085,0.378,0.063,0.811,0,0.776,31
596.46875,621,0.035,0.443,0.472,0.04,0.196,0.138,0.839,0,0.858,32
588.9672241,388,0.003,0.492,0.423,0.044,0.343,0.077,0.933,0,0.946,31
607,473,0.053,0.268,0.173,0.423,0.243,0.015,0.311,1,0.368,84
590.583313,311,0.01,0.151,0.817,0.01,0.225,0.215,0.96,0,0.948,7
597.0646973,1648,0.098,0.07,0.481,0.338,0.203,0.174,0.664,0,0.728,11
594.0640869,472,0.023,0.839,0.083,0.015,0.233,0.025,0.763,0,0.642,28
628.6598511,1754,0.333,0.067,0.113,0.397,0.086,0.016,0.245,0,0.269,1
609.1587524,383,0.726,0.037,0.138,0.07,0.123,0.133,0.653,0,0.535,26
609,569,0.004,0.232,0.74,0.014,0.22,0.209,0.912,1,0.881,84
614.956543,1585,0.138,0.079,0.503,0.265,0.139,0.041,0.7,0,0.609,30
585.3009644,418,0.077,0.089,0.809,0.01,0.187,0.294,0.96,0,0.872,19
605.7397461,604,0.108,0.033,0.752,0.083,0.139,0.171,0.768,0,0.664,27
626.666687,211,0.355,0.057,0.19,0.37,0.152,0.014,0.242,0,0.232,28
582.069458,336,0.06,0.095,0.771,0.065,0.217,0.265,0.914,0,0.897,10
614.0819702,434,0.346,0.044,0.26,0.318,0.173,0.071,0.355,0,0.311,25
619.7036743,554,0.159,0.027,0.085,0.67,0.179,0.061,0.121,0,0.069,2
609.6495972,545,0.156,0.101,0.569,0.154,0.233,0.013,0.73,0,0.582,8
609.824585,362,0.215,0.13,0.406,0.21,0.276,0.019,0.674,0,0.666,1
602,433,0.018,0.769,0.18,0.009,0.185,0.025,0.878,1,0.782,84
587.2359619,645,0.008,0.205,0.771,0.016,0.274,0.122,0.857,0,0.913,8
605.7053833,510,0.076,0.069,0.675,0.169,0.218,0.025,0.675,0,0.46,8
597.7941284,461,0.024,0.213,0.744,0.004,0.241,0.21,0.96,0,0.873,19
590.2185669,332,0.057,0.747,0.157,0.012,0.178,0.12,0.729,0,0.728,29
590.0169678,340,0.035,0.571,0.35,0.029,0.259,0.115,0.96,0,0.942,19
598,604,0.02,0.237,0.671,0.036,0.265,0.078,0.96,1,0.86,84
590.5402222,204,0.015,0.373,0.574,0.01,0.25,0.132,0.868,0,0.932,14
608.5714111,625,0.494,0.069,0.293,0.134,0.309,0.157,0.722,0,0.594,25
596,477,0.031,0.354,0.597,0.002,0.226,0.111,0.91,1,0.881,84
600.9404907,588,0.014,0.226,0.721,0.029,0.219,0.153,0.85,0,0.919,8
597.2615356,378,0.003,0.381,0.587,0.011,0.235,0.111,0.96,0,0.926,8
606.125,283,0.025,0.869,0.078,0.021,0.166,0.057,0.714,0,0.522,29
604,647,0.022,0.479,0.465,0.011,0.187,0.014,0.76,1,0.793,84
603.583313,1213,0.712,0.039,0.213,0.027,0.143,0.336,0.896,0,0.822,25
601,535,0.015,0.923,0.032,0.011,0.213,0.067,0.791,1,0.674,84
599.1702271,327,0.003,0.245,0.737,0.009,0.269,0.128,0.96,0,0.929,9
604.8175049,270,0.067,0.144,0.759,0.019,0.185,0.07,0.867,0,0.838,10
583.1521606,305,0.007,0.597,0.374,0.02,0.308,0.062,0.941,0,0.938,5
609.1324463,1167,0.068,0.007,0.111,0.799,0.177,0.017,0.374,0,0.277,31
604,183,0.022,0.322,0.601,0.027,0.262,0.06,0.88,1,0.869,84
605.8186035,599,0.28,0.018,0.371,0.326,0.197,0.212,0.83,0,0.739,20
601.9299927,632,0.013,0.275,0.701,0.006,0.234,0.123,0.861,0,0.918,9
577.5882568,364,0.022,0.541,0.324,0.088,0.231,0.052,0.827,0,0.823,3
597.1257324,743,0.005,0.013,0.948,0.034,0.209,0.245,0.935,0,0.892,6
605.5844116,503,0.024,0.209,0.73,0.012,0.233,0.139,0.791,0,0.847,8
620.0425415,587,0.465,0.036,0.082,0.4,0.141,0.172,0.886,0,0.849,22
595.6271362,408,0.029,0.828,0.103,0.015,0.228,0.015,0.816,0,0.755,22
597,508,0.037,0.236,0.679,0.037,0.222,0.173,0.876,1,0.805,84
620.9000244,531,0.367,0.009,0.284,0.326,0.149,0.139,0.744,0,0.677,20
608.3552856,964,0.317,0.063,0.206,0.038,0.188,0.083,0.612,0,0.657,27
591.6428833,988,0.083,0.114,0.735,0.051,0.288,0.254,0.96,0,0.886,10
627,619,0.031,0.75,0.166,0.044,0.142,0.01,0.712,1,0.66,84
590.1381836,247,0,0.02,0.964,0.016,0.271,0.457,0.883,0,0.916,6
596,600,0.012,0.428,0.525,0.015,0.223,0.095,0.778,1,0.858,84
601.6578979,263,0,0.863,0.118,0.019,0.19,0.038,0.829,0,0.844,17
591.3250122,579,0.007,0.235,0.743,0.014,0.173,0.268,0.945,0,0.939,9
607.897644,882,0.219,0.025,0.096,0.641,0.172,0.215,0.773,0,0.709,22
615.807251,773,0.088,0.27,0.573,0.039,0.212,0.027,0.712,0,0.776,4
601.9672241,608,0.013,0.039,0.914,0.026,0.148,0.054,0.822,0,0.799,6
606.125,277,0.072,0.657,0.181,0.069,0.231,0.004,0.643,0,0.602,13
599,1036,0.009,0.644,0.321,0.007,0.199,0.067,0.877,1,0.822,84
623.0892944,712,0.643,0.087,0.171,0.066,0.221,0.147,0.77,0,0.757,2
600.421875,678,0.319,0.049,0.261,0.357,0.174,0.133,0.742,0,0.565,25
597.041687,407,0.037,0.29,0.622,0.025,0.275,0.091,0.926,0,0.937,4
620.3773804,1061,0.052,0.008,0.132,0.797,0.285,0.02,0.386,0,0.274,31
608.8187256,1056,0.111,0.014,0.134,0.729,0.208,0.035,0.333,0,0.322,31
594.4360962,407,0.037,0.29,0.622,0.025,0.275,0.091,0.926,0,0.937,4
597.763916,515,0.023,0.786,0.134,0.047,0.235,0.136,0.788,0,0.808,18
611.5454712,619,0.084,0.05,0.41,0.435,0.134,0.065,0.719,0,0.625,14
593.1454468,541,0.007,0.1,0.878,0.009,0.314,0.185,0.943,0,0.92,7
606.5532837,504,0.222,0.089,0.196,0.427,0.181,0.05,0.333,0,0.345,2
606.7454834,703,0.257,0.014,0.629,0.095,0.202,0.279,0.829,0,0.719,25
607.4650269,625,0.494,0.069,0.293,0.134,0.309,0.157,0.722,0,0.594,25
596.8587036,360,0.053,0.181,0.569,0.131,0.192,0.125,0.711,0,0.734,14
603.9259033,517,0.056,0.23,0.464,0.197,0.184,0.081,0.712,0,0.638,27
607.1720581,284,0.486,0.042,0.148,0.296,0.229,0.049,0.528,0,0.48,2
612,1006,0.006,0.488,0.469,0.005,0.244,0.037,0.848,1,0.832,84
608.9833374,588,0.133,0.046,0.412,0.391,0.165,0.131,0.777,0,0.594,11
626,1208,0.013,0.673,0.218,0.015,0.134,0.017,0.778,1,0.754,84
592.3063354,649,0.011,0.732,0.202,0.035,0.208,0.206,0.835,0,0.859,17
585.4815063,446,0.052,0.168,0.747,0.013,0.294,0.143,0.85,0,0.896,8
589.375,145,0.055,0.648,0.214,0.041,0.262,0.062,0.931,0,0.92,13
590.7999878,452,0.013,0.007,0.942,0.033,0.204,0.27,0.96,0,0.923,6
605.9434814,793,0.271,0.006,0.59,0.106,0.163,0.15,0.578,0,0.66,30
584.8703613,413,0.053,0.753,0.157,0.015,0.23,0.065,0.816,0,0.773,29
607.178833,976,0.835,0.004,0.144,0.009,0.135,0.385,0.743,0,0.773,25
600.6080933,667,0.234,0.121,0.558,0.066,0.21,0.213,0.901,0,0.895,8
590.9375,505,0.006,0.121,0.865,0.006,0.277,0.25,0.867,0,0.903,32
613.0557251,882,0.54,0.164,0.127,0.018,0.135,0.042,0.79,0,0.622,28
596.1746826,527,0.157,0.359,0.156,0.313,0.222,0.262,0.884,0,0.819,22
588.0484009,266,0.034,0.252,0.684,0.011,0.286,0.357,0.936,0,0.927,12
587.625,313,0.022,0.38,0.54,0.013,0.339,0.093,0.96,0,0.949,4
597.1838989,367,0.311,0.245,0.322,0.074,0.196,0.15,0.866,0,0.753,25
622.9782715,867,0.115,0.08,0.156,0.562,0.143,0.012,0.2,0,0.23,3
592.0374756,626,0.062,0.42,0.457,0.037,0.153,0.16,0.834,0,0.838,27
591.2589111,328,0.006,0.131,0.854,0.009,0.223,0.198,0.96,0,0.925,32
596.5192261,408,0.029,0.828,0.103,0.015,0.228,0.015,0.816,0,0.755,22
592.8363647,621,0.035,0.443,0.472,0.04,0.196,0.138,0.839,0,0.858,32
618.1098022,456,0.191,0.015,0.118,0.592,0.162,0.061,0.09,0,0.095,2
607.7851563,859,0.165,0.033,0.425,0.353,0.137,0.225,0.787,0,0.723,30
612.876709,459,0.876,0.011,0.074,0.02,0.105,0.54,0.8,0,0.698,25
589,452,0.013,0.007,0.942,0.033,0.204,0.27,0.96,0,0.923,6
590.758606,630,0.019,0.211,0.738,0.019,0.289,0.154,0.868,0,0.868,10
593.534668,623,0.162,0.459,0.215,0.014,0.197,0.103,0.807,0,0.751,28
604.7918091,353,0.008,0.323,0.649,0.011,0.173,0.054,0.932,0,0.891,9
604,433,0.018,0.769,0.18,0.009,0.185,0.025,0.878,1,0.782,84
594.9189453,406,0.02,0.485,0.443,0.022,0.288,0.071,0.916,0,0.913,5
576.8490601,193,0.01,0.668,0.301,0.01,0.295,0.104,0.96,0,0.942,19
594.1176758,257,0,0.611,0.358,0.016,0.237,0.023,0.77,0,0.779,11
585.0519409,121,0.025,0.471,0.479,0.017,0.405,0.14,0.96,0,0.96,15
591.800293,689,0.163,0.575,0.161,0.084,0.206,0.17,0.837,0,0.772,22
595.2064209,555,0.04,0.267,0.681,0.009,0.288,0.286,0.93,0,0.96,9
592.8636475,749,0.403,0.282,0.275,0.011,0.192,0.194,0.854,0,0.892,19
596.8375244,447,0.186,0.586,0.152,0.038,0.172,0.076,0.727,0,0.729,22
597.1312866,816,0.096,0.077,0.77,0.051,0.304,0.17,0.94,0,0.892,10
590.8247681,562,0.034,0.294,0.642,0.011,0.265,0.292,0.96,0,0.899,27
592.2424316,230,0.017,0.143,0.83,0.004,0.213,0.135,0.939,0,0.919,10
592,451,0.002,0.124,0.854,0.018,0.064,0.361,0.918,1,0.891,84
620.7173462,1890,0.453,0.007,0.195,0.334,0.122,0.118,0.793,0,0.734,20
597.7608643,617,0.049,0.019,0.553,0.361,0.22,0.089,0.567,0,0.518,24
581.03125,248,0.008,0.097,0.855,0.004,0.347,0.383,0.96,0,0.96,4
581.1621704,241,0.021,0.353,0.577,0.025,0.315,0.124,0.96,0,0.947,4
582.333313,484,0.041,0.595,0.271,0.056,0.345,0.068,0.924,0,0.892,27
605,569,0.004,0.232,0.74,0.014,0.22,0.209,0.912,1,0.881,84
596.1421509,1441,0.428,0.099,0.397,0.014,0.126,0.204,0.719,0,0.767,29
614.0288696,649,0.69,0.066,0.176,0.048,0.143,0.071,0.831,0,0.673,25
604.9306641,642,0.168,0.02,0.469,0.338,0.229,0.274,0.824,0,0.888,20
602,283,0.014,0.572,0.399,0,0.23,0.021,0.784,1,0.82,84
584.3499756,407,0.037,0.29,0.622,0.025,0.275,0.091,0.926,0,0.937,4
590.4517822,436,0.018,0.823,0.101,0.037,0.275,0.099,0.828,0,0.721,18
617.7927856,694,0.073,0.014,0.091,0.692,0.171,0.016,0.072,0,0.079,2
598.5968018,172,0.012,0.878,0.081,0.006,0.326,0.076,0.901,0,0.791,18
592.71698,225,0.009,0.836,0.133,0.013,0.302,0.031,0.889,0,0.881,16
601.6212158,460,0.124,0.033,0.343,0.485,0.263,0.126,0.67,0,0.602,20
613,811,0.269,0.372,0.33,0.012,0.113,0.092,0.799,1,0.658,84
611.6704712,682,0.434,0.012,0.411,0.132,0.189,0.128,0.827,0,0.881,20
603.7105103,254,0.012,0.827,0.126,0.012,0.26,0.098,0.89,0,0.826,17
610.1973877,492,0.165,0.053,0.642,0.093,0.236,0.293,0.821,0,0.671,27
592.6818237,271,0.015,0.192,0.782,0.011,0.225,0.063,0.923,0,0.889,10
606.2432251,483,0.054,0.319,0.408,0.147,0.269,0.031,0.524,0,0.648,4
590.5770264,477,0.017,0.291,0.681,0.006,0.273,0.289,0.933,0,0.96,9
589.1624146,717,0.018,0.248,0.676,0.021,0.213,0.272,0.96,0,0.94,9
630,1108,0.016,0.525,0.329,0.015,0.194,0.023,0.773,1,0.784,84
615.8690186,632,0.236,0.184,0.288,0.204,0.169,0.06,0.494,0,0.494,2
587.9940796,347,0.023,0.821,0.115,0.012,0.28,0.084,0.758,0,0.692,29
591.0169678,377,0.021,0.302,0.655,0.008,0.263,0.127,0.96,0,0.96,7
590.09198,816,0.096,0.077,0.77,0.051,0.304,0.17,0.94,0,0.892,10
613.6220703,952,0.039,0.006,0.197,0.751,0.137,0.034,0.277,0,0.243,24
597.0877075,495,0.002,0.018,0.962,0.018,0.208,0.366,0.96,0,0.903,6
604.7641602,698,0.143,0.032,0.334,0.467,0.231,0.145,0.668,0,0.556,31
591.5227051,347,0.049,0.545,0.357,0.029,0.213,0.121,0.931,0,0.911,5
618.3775635,662,0.618,0.009,0.142,0.213,0.139,0.177,0.476,0,0.41,26
597.333313,301,0.017,0.455,0.512,0.007,0.289,0.15,0.96,0,0.96,12
611,797,0.005,0.917,0.054,0.006,0.119,0.008,0.806,1,0.608,84
599.8025513,974,0.342,0.095,0.359,0.163,0.198,0.133,0.691,0,0.662,28
591.0247192,805,0.043,0.243,0.682,0.015,0.282,0.113,0.887,0,0.942,4
588.1500244,642,0.011,0.79,0.182,0.005,0.229,0.017,0.908,0,0.896,23
598.2647095,351,0.06,0.789,0.111,0.009,0.234,0.017,0.721,0,0.58,29
595.8842163,761,0.013,0.018,0.963,0.003,0.196,0.23,0.96,0,0.891,24
602.0192261,1077,0.44,0.014,0.29,0.243,0.162,0.288,0.864,0,0.831,20
593.666687,289,0,0.765,0.18,0.01,0.332,0.062,0.903,0,0.882,23
616.3879395,1204,0.194,0.011,0.237,0.541,0.165,0.066,0.516,0,0.363,24
591.9306641,563,0.002,0.023,0.95,0.014,0.202,0.268,0.925,0,0.922,6
613.4197388,590,0.617,0.131,0.144,0.09,0.154,0.108,0.6,0,0.475,26
617.6799927,142,0.275,0.176,0.246,0.218,0.049,0.028,0.444,0,0.466,2
596,365,0.008,0.814,0.159,0.011,0.148,0.06,0.877,1,0.852,84
611,1293,0.002,0.923,0.058,0.004,0.155,0.005,0.783,1,0.671,84
603.6228027,602,0.188,0.071,0.223,0.485,0.211,0.066,0.535,0,0.42,31
612.2678223,888,0.154,0.057,0.243,0.461,0.159,0.033,0.319,0,0.341,2
629,714,0.199,0.211,0.284,0.246,0.176,0.027,0.455,1,0.406,84
639,714,0.199,0.211,0.284,0.246,0.176,0.027,0.455,1,0.406,84
586.2253418,559,0.007,0.263,0.689,0.014,0.331,0.081,0.852,0,0.922,8
627.083313,338,0.325,0.092,0.124,0.411,0.163,0.175,0.302,0,0.193,2
616,322,0.0527950301766395,0.568322956562042,0.313664585351944,0.0527950301766395,0.068322978913784,0.012,0.711,1,0.543,84
606,408,0.01,0.176,0.789,0.02,0.189,0.11,0.926,1,0.839,84
596.1176758,320,0.097,0.103,0.397,0.35,0.253,0.034,0.491,0,0.534,1
607.8631592,586,0.333,0.077,0.404,0.172,0.143,0.036,0.804,0,0.699,30
609.7913818,1518,0.468,0.016,0.101,0.398,0.121,0.238,0.706,0,0.624,22
585.4782715,235,0.038,0.591,0.302,0.047,0.26,0.17,0.96,0,0.934,3
586.9940796,339,0.024,0.693,0.239,0.018,0.263,0.236,0.96,0,0.845,17
600.2105103,698,0.143,0.032,0.334,0.467,0.231,0.145,0.668,0,0.556,31
595.25,650,0.003,0.282,0.694,0.009,0.308,0.135,0.96,0,0.96,7
598.7166748,652,0.067,0.113,0.632,0.172,0.218,0.071,0.781,0,0.706,11
611.7000122,1346,0.632,0.01,0.297,0.051,0.124,0.248,0.767,0,0.674,25
607.8173218,297,0.02,0.811,0.141,0.003,0.215,0.044,0.845,0,0.778,17
604.0649414,582,0.167,0.038,0.38,0.385,0.184,0.019,0.61,0,0.463,25
588.6551514,795,0.014,0.322,0.634,0.013,0.23,0.146,0.925,0,0.933,7
590,333,0,0.748,0.237,0,0.228,0.015,0.694,1,0.763,84
593.888916,623,0.162,0.459,0.215,0.014,0.197,0.103,0.807,0,0.751,28
593.6638184,806,0.017,0.203,0.744,0.026,0.268,0.242,0.96,0,0.934,5
601.7356567,428,0.028,0.257,0.498,0.161,0.241,0.037,0.65,0,0.622,3
594.486084,580,0.016,0.19,0.778,0.012,0.248,0.143,0.96,0,0.896,12
586.9055786,370,0.003,0.47,0.511,0.011,0.268,0.141,0.914,0,0.96,9
606,494,0.018,0.757,0.206,0.002,0.267,0.081,0.781,1,0.763,84
610.2453003,574,0.023,0.678,0.164,0.106,0.164,0.033,0.659,0,0.605,17
616.0627441,1585,0.138,0.079,0.503,0.265,0.139,0.041,0.7,0,0.609,30
597.0819702,862,0.085,0.168,0.484,0.223,0.223,0.053,0.711,0,0.657,31
584.833313,445,0.007,0.333,0.64,0.009,0.27,0.202,0.96,0,0.96,10
626,762,0.017,0.672,0.273,0.02,0.182,0.018,0.778,1,0.705,84
596.0961304,588,0.049,0.69,0.184,0.02,0.213,0.044,0.755,0,0.718,11
630.4489746,451,0.14,0.029,0.118,0.641,0.169,0,0.162,0,0.13,2
584.8297729,332,0.057,0.747,0.157,0.012,0.178,0.12,0.729,0,0.728,29
598.1818237,581,0.021,0.83,0.091,0.007,0.177,0.031,0.807,0,0.681,28
587.1049805,450,0.004,0.216,0.773,0,0.196,0.262,0.96,0,0.936,10
600.7966309,599,0.28,0.018,0.371,0.326,0.197,0.212,0.83,0,0.739,20
605.7473755,604,0.108,0.033,0.752,0.083,0.139,0.171,0.768,0,0.664,27
584.6463623,258,0.004,0.833,0.101,0.019,0.31,0.078,0.791,0,0.79,17
585.807251,125,0.024,0.544,0.376,0.032,0.432,0.088,0.88,0,0.931,5
593.75,199,0.01,0.829,0.146,0.01,0.317,0.015,0.925,0,0.922,23
600.7153931,1205,0.078,0.168,0.568,0.178,0.18,0.055,0.64,0,0.71,14
604,548,0.011,0.874,0.069,0.007,0.146,0.066,0.838,1,0.734,84
576.65625,145,0.055,0.648,0.214,0.041,0.262,0.062,0.931,0,0.92,13
600,272,0.0073529412038624,0.224264711141586,0.761029422283173,0.0036764706019312,0.073529414832592,0.213,0.919,1,0.884,84
604.5299072,934,0.059,0.094,0.81,0.009,0.255,0.105,0.81,0,0.848,19
597.333313,557,0.07,0.014,0.181,0.707,0.09,0.07,0.253,0,0.312,14
591.451416,1054,0.128,0.172,0.648,0.026,0.196,0.24,0.96,0,0.922,12
591.6953735,399,0.003,0.383,0.581,0.028,0.311,0.105,0.96,0,0.96,9
589.265625,967,0.034,0.335,0.473,0.142,0.301,0.112,0.793,0,0.802,31
601.3358154,259,0.023,0.672,0.236,0.058,0.212,0.039,0.741,0,0.798,16
611.258667,952,0.039,0.006,0.197,0.751,0.137,0.034,0.277,0,0.243,24
598.7896729,1447,0.196,0.126,0.567,0.099,0.234,0.139,0.804,0,0.781,15
622,580,0.005,0.234,0.753,0.002,0.133,0.093,0.905,1,0.855,84
598.4256592,862,0.079,0.017,0.493,0.393,0.2,0.155,0.752,0,0.657,24
594.8181763,372,0.027,0.532,0.317,0.099,0.352,0.03,0.785,0,0.803,13
606.5789185,662,0.009,0.166,0.813,0.008,0.201,0.076,0.96,0,0.914,7
614.3125,559,0.191,0.009,0.199,0.585,0.165,0.063,0.335,0,0.265,25
593.4242554,204,0.015,0.373,0.574,0.01,0.25,0.132,0.868,0,0.932,14
590.6447144,1230,0.057,0.164,0.715,0.044,0.216,0.162,0.823,0,0.866,10
596.9686279,657,0.017,0.247,0.711,0.018,0.262,0.07,0.948,0,0.933,7
595.689209,359,0.019,0.9,0.056,0.017,0.281,0.031,0.88,0,0.754,18
593,261,0.054,0.307,0.602,0.027,0.268,0.031,0.743,1,0.8,84
593.5650024,455,0.048,0.29,0.629,0.015,0.349,0.235,0.947,0,0.921,9
616.0119629,898,0.078,0.031,0.145,0.65,0.192,0.03,0.101,0,0.115,3
624,886,0.003,0.765,0.195,0.01,0.187,0.038,0.784,1,0.79,84
585.479187,360,0.003,0.756,0.156,0.025,0.206,0.164,0.85,0,0.811,17
610.7841187,773,0.088,0.27,0.573,0.039,0.212,0.027,0.712,0,0.776,4
596.5510254,642,0.025,0.693,0.246,0.012,0.279,0.04,0.949,0,0.886,27
571.5,45,0,0.156,0.844,0,0.178,0.889,0.911,0,0.96,9
593.5408325,675,0.087,0.735,0.108,0.037,0.243,0.089,0.695,0,0.681,22
606,576,0.191,0.057,0.646,0.09,0.179,0.075,0.672,1,0.572,84
606.8666382,284,0.042,0.38,0.366,0.165,0.194,0.021,0.669,0,0.677,5
595.6315918,321,0,0.283,0.713,0.003,0.218,0.15,0.96,0,0.916,10
598.78479,485,0.002,0.243,0.736,0.006,0.227,0.122,0.96,0,0.96,12
586.1935425,217,0.041,0.613,0.304,0.028,0.355,0.083,0.96,0,0.96,13
602.7372437,168,0.03,0.75,0.179,0.024,0.298,0.083,0.881,0,0.896,17
592.93396,302,0.003,0.262,0.715,0.007,0.258,0.368,0.927,0,0.96,9
600.2357788,803,0.293,0.101,0.465,0.083,0.181,0.275,0.842,0,0.898,8
601,307,0.01,0.795,0.16,0.01,0.238,0.036,0.886,1,0.861,84
595.631958,1884,0.294,0.046,0.593,0.039,0.165,0.16,0.825,0,0.753,27
600,752,0.021,0.415,0.443,0.096,0.379,0.02,0.745,1,0.698,84
599.5574341,801,0.322,0.02,0.573,0.065,0.18,0.318,0.693,0,0.744,24
593.2142944,417,0.002,0.077,0.911,0.005,0.221,0.448,0.96,0,0.95,9
618.3840332,598,0.199,0.013,0.105,0.58,0.154,0.047,0.115,0,0.078,2
597.6992188,239,0.025,0.351,0.536,0.079,0.255,0.046,0.837,0,0.805,3
597.5357056,588,0.066,0.84,0.049,0.012,0.15,0.031,0.762,0,0.493,29
592.7734375,718,0.291,0.117,0.547,0.015,0.18,0.382,0.96,0,0.828,28
598.2737427,795,0.205,0.062,0.566,0.16,0.182,0.169,0.769,0,0.787,30
600,481,0.019,0.401,0.559,0.019,0.218,0.094,0.894,1,0.852,84
596.3793335,295,0.017,0.105,0.827,0.034,0.224,0.207,0.908,0,0.85,6
603.5113525,574,0.023,0.678,0.164,0.106,0.164,0.033,0.659,0,0.605,17
608,573,0.044,0.321,0.592,0.019,0.11,0.14,0.829,1,0.772,84
607.7561035,589,0.02,0.019,0.939,0.02,0.197,0.119,0.861,0,0.792,6
592.8359375,319,0.072,0.643,0.201,0.031,0.213,0.085,0.859,0,0.74,27
583.5963135,261,0,0.034,0.954,0.004,0.253,0.467,0.96,0,0.925,6
612.0430298,443,0.648,0.07,0.242,0.018,0.142,0.196,0.772,0,0.716,25
591.9588013,1199,0.069,0.013,0.887,0.028,0.177,0.377,0.843,0,0.884,15
601.5184937,230,0.017,0.143,0.83,0.004,0.213,0.135,0.939,0,0.919,10
592.5231934,553,0.004,0.309,0.667,0.014,0.365,0.112,0.96,0,0.96,8
593.8709717,194,0,0.124,0.851,0.015,0.17,0.309,0.876,0,0.935,10
596.8873291,482,0.019,0.9,0.058,0.01,0.226,0.041,0.83,0,0.715,18
586.958313,471,0.021,0.507,0.412,0.036,0.255,0.163,0.96,0,0.936,5
614,868,0.06,0.579,0.335,0.007,0.103,0.071,0.805,1,0.747,84
594.1972046,523,0.017,0.415,0.512,0.034,0.229,0.185,0.96,0,0.845,27
611.1066895,488,0.223,0.064,0.381,0.303,0.186,0.158,0.801,0,0.736,30
603.6875,703,0.168,0.417,0.139,0.201,0.222,0.189,0.723,0,0.651,22
613,262,0.034,0.469,0.477,0.011,0.088,0.057,0.74,1,0.674,84
613.9799805,563,0.639,0.012,0.053,0.233,0.144,0.016,0.352,0,0.375,2
615.9478149,142,0.275,0.176,0.246,0.218,0.049,0.028,0.444,0,0.466,2
616.7857056,596,0.106,0.013,0.144,0.721,0.216,0.03,0.364,0,0.299,31
610,811,0.269,0.372,0.33,0.012,0.113,0.092,0.799,1,0.658,84
596.3096924,314,0.003,0.054,0.939,0.003,0.28,0.312,0.96,0,0.937,4
599.8235474,654,0.372,0.219,0.248,0.133,0.209,0.028,0.497,0,0.349,26
585.1230469,893,0.053,0.433,0.437,0.065,0.189,0.16,0.785,0,0.836,11
590.958313,162,0.006,0.37,0.494,0.08,0.296,0.068,0.722,0,0.753,3
591.6520386,659,0.106,0.27,0.593,0.018,0.275,0.105,0.778,0,0.839,8
592.6206665,451,0.051,0.729,0.171,0.022,0.197,0.082,0.732,0,0.734,29
609,520,0.004,0.815,0.146,0.006,0.144,0.071,0.837,1,0.744,84
592.6470337,343,0.443,0.009,0.449,0.096,0.155,0.434,0.918,0,0.862,20
614,1433,0.021,0.766,0.169,0.011,0.13,0.024,0.731,1,0.71,84
587.2976074,511,0.002,0.221,0.769,0.008,0.233,0.354,0.96,0,0.95,9
594.1144409,482,0.004,0.207,0.763,0.015,0.288,0.212,0.96,0,0.946,8
598,368,0.008,0.927,0.035,0.016,0.166,0.022,0.742,1,0.681,84
595.7647095,359,0.162,0.265,0.51,0.047,0.284,0.095,0.925,0,0.868,30
597.5855103,471,0.057,0.236,0.662,0.013,0.195,0.113,0.96,0,0.84,19
603.5,442,0.027,0.491,0.457,0.018,0.217,0.174,0.96,0,0.931,23
591.2338867,460,0.163,0.187,0.585,0.061,0.265,0.176,0.893,0,0.886,30
613,797,0.005,0.917,0.054,0.006,0.119,0.008,0.806,1,0.608,84
605.1428833,652,0.067,0.113,0.632,0.172,0.218,0.071,0.781,0,0.706,11
