dbn,ay,test_year,grade,category,number_tested,mean_scale_score,level_1_n,level_1_pct,level_2_n,level_2_pct,level_3_n,level_3_pct,level_4_n,level_4_pct,level_3_4_n,level_3_4_pct,year,charter
84K037,2014,2015,3,All Students,44,321.0,4.0,9.1,14.0,31.8,13.0,29.5,13.0,29.5,26.0,59.1,2015,True
84K037,2015,2016,3,All Students,52,330.0,2.0,3.8,10.0,19.2,19.0,36.5,21.0,40.4,40.0,76.9,2016,True
84K037,2016,2017,3,All Students,50,322.0,2.0,4.0,17.0,34.0,19.0,38.0,12.0,24.0,31.0,62.0,2017,True
84K037,2017,2018,3,All Students,51,607.0,6.0,11.8,10.0,19.6,18.0,35.3,17.0,33.3,35.0,68.6,2018,True
84K037,2018,2019,3,All Students,50,604.0,3.0,6.0,16.0,32.0,22.0,44.0,9.0,18.0,31.0,62.0,2019,True
84K037,2015,2016,4,All Students,40,335.0,1.0,2.5,6.0,15.0,12.0,30.0,21.0,52.5,33.0,82.5,2016,True
84K037,2016,2017,4,All Students,52,327.0,5.0,9.6,12.0,23.1,14.0,26.9,21.0,40.4,35.0,67.3,2017,True
84K037,2017,2018,4,All Students,54,602.0,9.0,16.7,13.0,24.1,22.0,40.7,10.0,18.5,32.0,59.3,2018,True
84K037,2018,2019,4,All Students,52,607.0,5.0,9.6,11.0,21.2,16.0,30.8,20.0,38.5,36.0,69.2,2019,True
84K037,2016,2017,5,All Students,39,329.0,3.0,7.7,9.0,23.1,18.0,46.2,9.0,23.1,27.0,69.2,2017,True
84K037,2017,2018,5,All Students,53,612.0,2.0,3.8,11.0,20.8,20.0,37.7,20.0,37.7,40.0,75.5,2018,True
84K037,2018,2019,5,All Students,50,617.0,2.0,4.0,5.0,10.0,12.0,24.0,31.0,62.0,43.0,86.0,2019,True
84K037,2017,2018,6,All Students,44,603.0,5.0,11.4,19.0,43.2,14.0,31.8,6.0,13.6,20.0,45.5,2018,True
84K037,2018,2019,6,All Students,53,605.0,11.0,20.8,10.0,18.9,17.0,32.1,15.0,28.3,32.0,60.4,2019,True
84K037,2018,2019,7,All Students,40,599.0,10.0,25.0,15.0,37.5,11.0,27.5,4.0,10.0,15.0,37.5,2019,True
84K037,2014,2015,All Grades,All Students,44,321.0,4.0,9.1,14.0,31.8,13.0,29.5,13.0,29.5,26.0,59.1,2015,True
84K037,2015,2016,All Grades,All Students,92,332.0,3.0,3.3,16.0,17.4,31.0,33.7,42.0,45.7,73.0,79.3,2016,True
84K037,2016,2017,All Grades,All Students,141,326.0,10.0,7.1,38.0,27.0,51.0,36.2,42.0,29.8,93.0,66.0,2017,True
84K037,2017,2018,All Grades,All Students,202,606.0,22.0,10.9,53.0,26.2,74.0,36.6,53.0,26.2,127.0,62.9,2018,True
84K037,2018,2019,All Grades,All Students,245,607.0,31.0,12.7,57.0,23.3,78.0,31.8,79.0,32.2,157.0,64.1,2019,True
84K125,2014,2015,3,All Students,56,347.0,1.0,1.8,5.0,8.9,14.0,25.0,36.0,64.3,50.0,89.3,2015,True
84K125,2015,2016,3,All Students,78,359.0,0.0,0.0,0.0,0.0,15.0,19.2,63.0,80.8,78.0,100.0,2016,True
84K125,2016,2017,3,All Students,81,356.0,0.0,0.0,1.0,1.2,14.0,17.3,66.0,81.5,80.0,98.8,2017,True
84K125,2017,2018,3,All Students,73,626.0,1.0,1.4,2.0,2.7,14.0,19.2,56.0,76.7,70.0,95.9,2018,True
84K125,2018,2019,3,All Students,79,622.0,0.0,0.0,2.0,2.5,19.0,24.1,58.0,73.4,77.0,97.5,2019,True
84K125,2015,2016,4,All Students,47,363.0,1.0,2.1,3.0,6.4,4.0,8.5,39.0,83.0,43.0,91.5,2016,True
84K125,2016,2017,4,All Students,72,364.0,0.0,0.0,1.0,1.4,7.0,9.7,64.0,88.9,71.0,98.6,2017,True
84K125,2017,2018,4,All Students,70,630.0,0.0,0.0,0.0,0.0,4.0,5.7,66.0,94.3,70.0,100.0,2018,True
84K125,2018,2019,4,All Students,46,631.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,100.0,46.0,100.0,2019,True
84K125,2014,2015,All Grades,All Students,56,347.0,1.0,1.8,5.0,8.9,14.0,25.0,36.0,64.3,50.0,89.3,2015,True
84K125,2015,2016,All Grades,All Students,125,360.0,1.0,0.8,3.0,2.4,19.0,15.2,102.0,81.6,121.0,96.8,2016,True
84K125,2016,2017,All Grades,All Students,153,359.0,0.0,0.0,2.0,1.3,21.0,13.7,130.0,85.0,151.0,98.7,2017,True
84K125,2017,2018,All Grades,All Students,143,628.0,1.0,0.7,2.0,1.4,18.0,12.6,122.0,85.3,140.0,97.9,2018,True
84K125,2018,2019,All Grades,All Students,125,625.0,0.0,0.0,2.0,1.6,19.0,15.2,104.0,83.2,123.0,98.4,2019,True
84K129,2014,2015,3,All Students,73,359.0,1.0,1.4,5.0,6.8,9.0,12.3,58.0,79.5,67.0,91.8,2015,True
84K129,2015,2016,3,All Students,102,358.0,0.0,0.0,8.0,7.8,15.0,14.7,79.0,77.5,94.0,92.2,2016,True
84K129,2016,2017,3,All Students,73,356.0,0.0,0.0,0.0,0.0,13.0,17.8,60.0,82.2,73.0,100.0,2017,True
84K129,2017,2018,3,All Students,63,632.0,0.0,0.0,0.0,0.0,3.0,4.8,60.0,95.2,63.0,100.0,2018,True
84K129,2018,2019,3,All Students,71,626.0,0.0,0.0,0.0,0.0,9.0,12.7,62.0,87.3,71.0,100.0,2019,True
84K129,2015,2016,4,All Students,54,368.0,0.0,0.0,1.0,1.9,4.0,7.4,49.0,90.7,53.0,98.1,2016,True
84K129,2016,2017,4,All Students,91,357.0,0.0,0.0,6.0,6.6,18.0,19.8,67.0,73.6,85.0,93.4,2017,True
84K129,2017,2018,4,All Students,69,630.0,0.0,0.0,0.0,0.0,3.0,4.3,66.0,95.7,69.0,100.0,2018,True
84K129,2018,2019,4,All Students,59,629.0,0.0,0.0,0.0,0.0,5.0,8.5,54.0,91.5,59.0,100.0,2019,True
84K129,2016,2017,5,All Students,52,368.0,0.0,0.0,0.0,0.0,11.0,21.2,41.0,78.8,52.0,100.0,2017,True
84K129,2017,2018,5,All Students,57,627.0,0.0,0.0,3.0,5.3,10.0,17.5,44.0,77.2,54.0,94.7,2018,True
84K129,2017,2018,6,All Students,21,635.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,100.0,21.0,100.0,2018,True
84K129,2014,2015,All Grades,All Students,73,359.0,1.0,1.4,5.0,6.8,9.0,12.3,58.0,79.5,67.0,91.8,2015,True
84K129,2015,2016,All Grades,All Students,156,362.0,0.0,0.0,9.0,5.8,19.0,12.2,128.0,82.1,147.0,94.2,2016,True
84K129,2016,2017,All Grades,All Students,216,359.0,0.0,0.0,6.0,2.8,42.0,19.4,168.0,77.8,210.0,97.2,2017,True
84K129,2017,2018,All Grades,All Students,210,630.0,0.0,0.0,3.0,1.4,16.0,7.6,191.0,91.0,207.0,98.6,2018,True
84K129,2018,2019,All Grades,All Students,130,627.0,0.0,0.0,0.0,0.0,14.0,10.8,116.0,89.2,130.0,100.0,2019,True
84K182,2014,2015,3,All Students,76,356.0,0.0,0.0,1.0,1.3,16.0,21.1,59.0,77.6,75.0,98.7,2015,True
84K182,2015,2016,3,All Students,99,340.0,2.0,2.0,7.0,7.1,36.0,36.4,54.0,54.5,90.0,90.9,2016,True
84K182,2016,2017,3,All Students,97,351.0,1.0,1.0,2.0,2.1,18.0,18.6,76.0,78.4,94.0,96.9,2017,True
84K182,2017,2018,3,All Students,76,628.0,0.0,0.0,1.0,1.3,8.0,10.5,67.0,88.2,75.0,98.7,2018,True
84K182,2018,2019,3,All Students,64,625.0,0.0,0.0,0.0,0.0,11.0,17.2,53.0,82.8,64.0,100.0,2019,True
84K182,2015,2016,4,All Students,69,365.0,0.0,0.0,0.0,0.0,6.0,8.7,63.0,91.3,69.0,100.0,2016,True
84K182,2016,2017,4,All Students,91,346.0,0.0,0.0,13.0,14.3,21.0,23.1,57.0,62.6,78.0,85.7,2017,True
84K182,2017,2018,4,All Students,81,627.0,0.0,0.0,1.0,1.2,6.0,7.4,74.0,91.4,80.0,98.8,2018,True
84K182,2018,2019,4,All Students,71,630.0,0.0,0.0,0.0,0.0,3.0,4.2,68.0,95.8,71.0,100.0,2019,True
84K182,2016,2017,5,All Students,63,364.0,0.0,0.0,0.0,0.0,11.0,17.5,52.0,82.5,63.0,100.0,2017,True
84K182,2014,2015,All Grades,All Students,76,356.0,0.0,0.0,1.0,1.3,16.0,21.1,59.0,77.6,75.0,98.7,2015,True
84K182,2015,2016,All Grades,All Students,168,350.0,2.0,1.2,7.0,4.2,42.0,25.0,117.0,69.6,159.0,94.6,2016,True
84K182,2016,2017,All Grades,All Students,251,353.0,1.0,0.4,15.0,6.0,50.0,19.9,185.0,73.7,235.0,93.6,2017,True
84K182,2017,2018,All Grades,All Students,157,627.0,0.0,0.0,2.0,1.3,14.0,8.9,141.0,89.8,155.0,98.7,2018,True
84K182,2018,2019,All Grades,All Students,135,627.0,0.0,0.0,0.0,0.0,14.0,10.4,121.0,89.6,135.0,100.0,2019,True
84K333,2012,2013,3,All Students,57,307.0,7.0,12.3,28.0,49.1,17.0,29.8,5.0,8.8,22.0,38.6,2013,True
84K333,2013,2014,3,All Students,61,318.0,4.0,6.6,21.0,34.4,24.0,39.3,12.0,19.7,36.0,59.0,2014,True
84K333,2014,2015,3,All Students,64,299.0,12.0,18.8,35.0,54.7,14.0,21.9,3.0,4.7,17.0,26.6,2015,True
84K333,2015,2016,3,All Students,57,293.0,19.0,33.3,25.0,43.9,9.0,15.8,4.0,7.0,13.0,22.8,2016,True
84K333,2016,2017,3,All Students,60,278.0,28.0,46.7,24.0,40.0,6.0,10.0,2.0,3.3,8.0,13.3,2017,True
84K333,2017,2018,3,All Students,54,596.0,18.0,33.3,9.0,16.7,19.0,35.2,8.0,14.8,27.0,50.0,2018,True
84K333,2018,2019,3,All Students,56,600.0,10.0,17.9,16.0,28.6,17.0,30.4,13.0,23.2,30.0,53.6,2019,True
84K333,2013,2014,4,All Students,59,312.0,11.0,18.6,17.0,28.8,18.0,30.5,13.0,22.0,31.0,52.5,2014,True
84K333,2014,2015,4,All Students,62,304.0,10.0,16.1,30.0,48.4,16.0,25.8,6.0,9.7,22.0,35.5,2015,True
84K333,2015,2016,4,All Students,64,280.0,35.0,54.7,22.0,34.4,6.0,9.4,1.0,1.6,7.0,10.9,2016,True
84K333,2016,2017,4,All Students,62,285.0,26.0,41.9,22.0,35.5,10.0,16.1,4.0,6.5,14.0,22.6,2017,True
84K333,2017,2018,4,All Students,54,598.0,18.0,33.3,14.0,25.9,10.0,18.5,12.0,22.2,22.0,40.7,2018,True
84K333,2018,2019,4,All Students,56,595.0,14.0,25.0,23.0,41.1,9.0,16.1,10.0,17.9,19.0,33.9,2019,True
84K333,2014,2015,5,All Students,64,302.0,24.0,37.5,18.0,28.1,16.0,25.0,6.0,9.4,22.0,34.4,2015,True
84K333,2015,2016,5,All Students,60,300.0,21.0,35.0,23.0,38.3,11.0,18.3,5.0,8.3,16.0,26.7,2016,True
84K333,2016,2017,5,All Students,59,286.0,34.0,57.6,18.0,30.5,7.0,11.9,0.0,0.0,7.0,11.9,2017,True
84K333,2017,2018,5,All Students,56,593.0,27.0,48.2,12.0,21.4,10.0,17.9,7.0,12.5,17.0,30.4,2018,True
84K333,2018,2019,5,All Students,56,606.0,13.0,23.2,10.0,17.9,12.0,21.4,21.0,37.5,33.0,58.9,2019,True
84K333,2015,2016,6,All Students,66,298.0,19.0,28.8,31.0,47.0,10.0,15.2,6.0,9.1,16.0,24.2,2016,True
84K333,2016,2017,6,All Students,48,297.0,13.0,27.1,22.0,45.8,10.0,20.8,3.0,6.3,13.0,27.1,2017,True
84K333,2017,2018,6,All Students,54,596.0,13.0,24.1,24.0,44.4,12.0,22.2,5.0,9.3,17.0,31.5,2018,True
84K333,2018,2019,6,All Students,55,593.0,19.0,34.5,14.0,25.5,15.0,27.3,7.0,12.7,22.0,40.0,2019,True
84K333,2016,2017,7,All Students,15,310.0,3.0,20.0,5.0,33.3,6.0,40.0,1.0,6.7,7.0,46.7,2017,True
84K333,2017,2018,7,All Students,50,604.0,9.0,18.0,16.0,32.0,18.0,36.0,7.0,14.0,25.0,50.0,2018,True
84K333,2018,2019,7,All Students,59,601.0,13.0,22.0,20.0,33.9,20.0,33.9,6.0,10.2,26.0,44.1,2019,True
84K333,2017,2018,8,All Students,52,609.0,7.0,13.5,14.0,26.9,25.0,48.1,6.0,11.5,31.0,59.6,2018,True
84K333,2018,2019,8,All Students,50,610.0,6.0,12.0,15.0,30.0,19.0,38.0,10.0,20.0,29.0,58.0,2019,True
84K333,2012,2013,All Grades,All Students,57,307.0,7.0,12.3,28.0,49.1,17.0,29.8,5.0,8.8,22.0,38.6,2013,True
84K333,2013,2014,All Grades,All Students,120,315.0,15.0,12.5,38.0,31.7,42.0,35.0,25.0,20.8,67.0,55.8,2014,True
84K333,2014,2015,All Grades,All Students,190,302.0,46.0,24.2,83.0,43.7,46.0,24.2,15.0,7.9,61.0,32.1,2015,True
84K333,2015,2016,All Grades,All Students,247,293.0,94.0,38.1,101.0,40.9,36.0,14.6,16.0,6.5,52.0,21.1,2016,True
84K333,2016,2017,All Grades,All Students,244,287.0,104.0,42.6,91.0,37.3,39.0,16.0,10.0,4.1,49.0,20.1,2017,True
84K333,2017,2018,All Grades,All Students,320,599.0,92.0,28.8,89.0,27.8,94.0,29.4,45.0,14.1,139.0,43.4,2018,True
84K333,2018,2019,All Grades,All Students,332,601.0,75.0,22.6,98.0,29.5,92.0,27.7,67.0,20.2,159.0,47.9,2019,True
84K355,2012,2013,5,All Students,81,315.0,17.0,21.0,25.0,30.9,32.0,39.5,7.0,8.6,39.0,48.1,2013,True
84K355,2013,2014,5,All Students,80,314.0,15.0,18.8,28.0,35.0,27.0,33.8,10.0,12.5,37.0,46.3,2014,True
84K355,2014,2015,5,All Students,82,302.0,30.0,36.6,28.0,34.1,20.0,24.4,4.0,4.9,24.0,29.3,2015,True
84K355,2015,2016,5,All Students,83,310.0,18.0,21.7,36.0,43.4,21.0,25.3,8.0,9.6,29.0,34.9,2016,True
84K355,2016,2017,5,All Students,78,312.0,15.0,19.2,27.0,34.6,23.0,29.5,13.0,16.7,36.0,46.2,2017,True
84K355,2017,2018,5,All Students,72,600.0,20.0,27.8,24.0,33.3,15.0,20.8,13.0,18.1,28.0,38.9,2018,True
84K355,2018,2019,5,All Students,81,607.0,10.0,12.3,23.0,28.4,22.0,27.2,26.0,32.1,48.0,59.3,2019,True
84K355,2012,2013,6,All Students,80,328.0,2.0,2.5,24.0,30.0,32.0,40.0,22.0,27.5,54.0,67.5,2013,True
84K355,2013,2014,6,All Students,80,326.0,2.0,2.5,20.0,25.0,36.0,45.0,22.0,27.5,58.0,72.5,2014,True
84K355,2014,2015,6,All Students,83,325.0,8.0,9.6,17.0,20.5,36.0,43.4,22.0,26.5,58.0,69.9,2015,True
84K355,2015,2016,6,All Students,87,321.0,6.0,6.9,32.0,36.8,24.0,27.6,25.0,28.7,49.0,56.3,2016,True
84K355,2016,2017,6,All Students,82,322.0,5.0,6.1,31.0,37.8,25.0,30.5,21.0,25.6,46.0,56.1,2017,True
84K355,2017,2018,6,All Students,82,611.0,10.0,12.2,13.0,15.9,27.0,32.9,32.0,39.0,59.0,72.0,2018,True
84K355,2018,2019,6,All Students,74,610.0,7.0,9.5,17.0,23.0,21.0,28.4,29.0,39.2,50.0,67.6,2019,True
84K355,2012,2013,7,All Students,81,331.0,1.0,1.2,24.0,29.6,40.0,49.4,16.0,19.8,56.0,69.1,2013,True
84K355,2013,2014,7,All Students,77,330.0,2.0,2.6,24.0,31.2,37.0,48.1,14.0,18.2,51.0,66.2,2014,True
84K355,2014,2015,7,All Students,84,324.0,4.0,4.8,27.0,32.1,43.0,51.2,10.0,11.9,53.0,63.1,2015,True
84K355,2015,2016,7,All Students,83,324.0,13.0,15.7,18.0,21.7,37.0,44.6,15.0,18.1,52.0,62.7,2016,True
84K355,2016,2017,7,All Students,81,318.0,11.0,13.6,31.0,38.3,32.0,39.5,7.0,8.6,39.0,48.1,2017,True
84K355,2017,2018,7,All Students,82,609.0,8.0,9.8,23.0,28.0,29.0,35.4,22.0,26.8,51.0,62.2,2018,True
84K355,2018,2019,7,All Students,82,614.0,5.0,6.1,19.0,23.2,26.0,31.7,32.0,39.0,58.0,70.7,2019,True
84K355,2012,2013,8,All Students,68,337.0,0.0,0.0,12.0,17.6,39.0,57.4,17.0,25.0,56.0,82.4,2013,True
84K355,2013,2014,8,All Students,78,341.0,0.0,0.0,11.0,14.1,44.0,56.4,23.0,29.5,67.0,85.9,2014,True
84K355,2012,2013,All Grades,All Students,310,327.0,20.0,6.5,85.0,27.4,143.0,46.1,62.0,20.0,205.0,66.1,2013,True
84K355,2013,2014,All Grades,All Students,315,328.0,19.0,6.0,83.0,26.3,144.0,45.7,69.0,21.9,213.0,67.6,2014,True
84K355,2014,2015,All Grades,All Students,249,317.0,42.0,16.9,72.0,28.9,99.0,39.8,36.0,14.5,135.0,54.2,2015,True
84K355,2015,2016,All Grades,All Students,253,318.0,37.0,14.6,86.0,34.0,82.0,32.4,48.0,19.0,130.0,51.4,2016,True
84K355,2016,2017,All Grades,All Students,241,317.0,31.0,12.9,89.0,36.9,80.0,33.2,41.0,17.0,121.0,50.2,2017,True
84K355,2017,2018,All Grades,All Students,236,607.0,38.0,16.1,60.0,25.4,71.0,30.1,67.0,28.4,138.0,58.5,2018,True
84K355,2018,2019,All Grades,All Students,237,611.0,22.0,9.3,59.0,24.9,69.0,29.1,87.0,36.7,156.0,65.8,2019,True
84K356,2012,2013,3,All Students,83,312.0,9.0,10.8,38.0,45.8,29.0,34.9,7.0,8.4,36.0,43.4,2013,True
84K356,2013,2014,3,All Students,82,307.0,7.0,8.5,43.0,52.4,29.0,35.4,3.0,3.7,32.0,39.0,2014,True
84K356,2014,2015,3,All Students,89,318.0,11.0,12.4,29.0,32.6,28.0,31.5,21.0,23.6,49.0,55.1,2015,True
84K356,2015,2016,3,All Students,91,327.0,4.0,4.4,22.0,24.2,29.0,31.9,36.0,39.6,65.0,71.4,2016,True
84K356,2016,2017,3,All Students,87,343.0,0.0,0.0,11.0,12.6,26.0,29.9,50.0,57.5,76.0,87.4,2017,True
84K356,2017,2018,3,All Students,90,618.0,1.0,1.1,4.0,4.4,26.0,28.9,59.0,65.6,85.0,94.4,2018,True
84K356,2018,2019,3,All Students,93,611.0,2.0,2.2,13.0,14.0,37.0,39.8,41.0,44.1,78.0,83.9,2019,True
84K356,2012,2013,4,All Students,70,314.0,5.0,7.1,35.0,50.0,21.0,30.0,9.0,12.9,30.0,42.9,2013,True
84K356,2013,2014,4,All Students,80,318.0,3.0,3.8,34.0,42.5,32.0,40.0,11.0,13.8,43.0,53.8,2014,True
84K356,2014,2015,4,All Students,84,314.0,5.0,6.0,35.0,41.7,32.0,38.1,12.0,14.3,44.0,52.4,2015,True
84K356,2015,2016,4,All Students,88,318.0,8.0,9.1,33.0,37.5,25.0,28.4,22.0,25.0,47.0,53.4,2016,True
84K356,2016,2017,4,All Students,92,318.0,10.0,10.9,26.0,28.3,32.0,34.8,24.0,26.1,56.0,60.9,2017,True
84K356,2017,2018,4,All Students,91,607.0,5.0,5.5,27.0,29.7,27.0,29.7,32.0,35.2,59.0,64.8,2018,True
84K356,2018,2019,4,All Students,94,606.0,7.0,7.4,28.0,29.8,31.0,33.0,28.0,29.8,59.0,62.8,2019,True
84K356,2012,2013,5,All Students,79,308.0,24.0,30.4,28.0,35.4,19.0,24.1,8.0,10.1,27.0,34.2,2013,True
84K356,2013,2014,5,All Students,97,313.0,17.0,17.5,33.0,34.0,38.0,39.2,9.0,9.3,47.0,48.5,2014,True
84K356,2014,2015,5,All Students,98,304.0,34.0,34.7,31.0,31.6,25.0,25.5,8.0,8.2,33.0,33.7,2015,True
84K356,2015,2016,5,All Students,104,315.0,15.0,14.4,40.0,38.5,38.0,36.5,11.0,10.6,49.0,47.1,2016,True
84K356,2016,2017,5,All Students,107,315.0,21.0,19.6,33.0,30.8,41.0,38.3,12.0,11.2,53.0,49.5,2017,True
84K356,2017,2018,5,All Students,97,601.0,27.0,27.8,25.0,25.8,25.0,25.8,20.0,20.6,45.0,46.4,2018,True
84K356,2018,2019,5,All Students,89,614.0,11.0,12.4,12.0,13.5,26.0,29.2,40.0,44.9,66.0,74.2,2019,True
84K356,2012,2013,6,All Students,92,307.0,20.0,21.7,37.0,40.2,20.0,21.7,15.0,16.3,35.0,38.0,2013,True
84K356,2013,2014,6,All Students,86,316.0,14.0,16.3,27.0,31.4,21.0,24.4,24.0,27.9,45.0,52.3,2014,True
84K356,2014,2015,6,All Students,93,313.0,10.0,10.8,42.0,45.2,27.0,29.0,14.0,15.1,41.0,44.1,2015,True
84K356,2015,2016,6,All Students,91,324.0,9.0,9.9,25.0,27.5,28.0,30.8,29.0,31.9,57.0,62.6,2016,True
84K356,2016,2017,6,All Students,98,319.0,13.0,13.3,31.0,31.6,30.0,30.6,24.0,24.5,54.0,55.1,2017,True
84K356,2017,2018,6,All Students,94,604.0,17.0,18.1,29.0,30.9,32.0,34.0,16.0,17.0,48.0,51.1,2018,True
84K356,2018,2019,6,All Students,87,608.0,10.0,11.5,17.0,19.5,35.0,40.2,25.0,28.7,60.0,69.0,2019,True
84K356,2012,2013,7,All Students,76,313.0,17.0,22.4,31.0,40.8,20.0,26.3,8.0,10.5,28.0,36.8,2013,True
84K356,2013,2014,7,All Students,84,301.0,30.0,35.7,37.0,44.0,17.0,20.2,0.0,0.0,17.0,20.2,2014,True
84K356,2014,2015,7,All Students,82,320.0,8.0,9.8,34.0,41.5,27.0,32.9,13.0,15.9,40.0,48.8,2015,True
84K356,2015,2016,7,All Students,86,330.0,3.0,3.5,26.0,30.2,35.0,40.7,22.0,25.6,57.0,66.3,2016,True
84K356,2016,2017,7,All Students,85,328.0,7.0,8.2,29.0,34.1,28.0,32.9,21.0,24.7,49.0,57.6,2017,True
84K356,2017,2018,7,All Students,93,612.0,5.0,5.4,21.0,22.6,36.0,38.7,31.0,33.3,67.0,72.0,2018,True
84K356,2018,2019,7,All Students,92,609.0,8.0,8.7,26.0,28.3,34.0,37.0,24.0,26.1,58.0,63.0,2019,True
84K356,2012,2013,8,All Students,69,328.0,5.0,7.2,22.0,31.9,30.0,43.5,12.0,17.4,42.0,60.9,2013,True
84K356,2013,2014,8,All Students,64,324.0,6.0,9.4,23.0,35.9,23.0,35.9,12.0,18.8,35.0,54.7,2014,True
84K356,2014,2015,8,All Students,74,319.0,6.0,8.1,36.0,48.6,22.0,29.7,10.0,13.5,32.0,43.2,2015,True
84K356,2015,2016,8,All Students,75,336.0,4.0,5.3,17.0,22.7,27.0,36.0,27.0,36.0,54.0,72.0,2016,True
84K356,2016,2017,8,All Students,82,339.0,3.0,3.7,12.0,14.6,39.0,47.6,28.0,34.1,67.0,81.7,2017,True
84K356,2017,2018,8,All Students,80,618.0,6.0,7.5,16.0,20.0,23.0,28.8,35.0,43.8,58.0,72.5,2018,True
84K356,2018,2019,8,All Students,96,619.0,3.0,3.1,13.0,13.5,41.0,42.7,39.0,40.6,80.0,83.3,2019,True
84K356,2012,2013,All Grades,All Students,469,313.0,80.0,17.1,191.0,40.7,139.0,29.6,59.0,12.6,198.0,42.2,2013,True
84K356,2013,2014,All Grades,All Students,493,313.0,77.0,15.6,197.0,40.0,160.0,32.5,59.0,12.0,219.0,44.4,2014,True
84K356,2014,2015,All Grades,All Students,520,314.0,74.0,14.2,207.0,39.8,161.0,31.0,78.0,15.0,239.0,46.0,2015,True
84K356,2015,2016,All Grades,All Students,535,325.0,43.0,8.0,163.0,30.5,182.0,34.0,147.0,27.5,329.0,61.5,2016,True
84K356,2016,2017,All Grades,All Students,551,326.0,54.0,9.8,142.0,25.8,196.0,35.6,159.0,28.9,355.0,64.4,2017,True
84K356,2017,2018,All Grades,All Students,545,610.0,61.0,11.2,122.0,22.4,169.0,31.0,193.0,35.4,362.0,66.4,2018,True
84K356,2018,2019,All Grades,All Students,551,611.0,41.0,7.4,109.0,19.8,204.0,37.0,197.0,35.8,401.0,72.8,2019,True
84K357,2016,2017,3,All Students,81,322.0,5.0,6.2,22.0,27.2,31.0,38.3,23.0,28.4,54.0,66.7,2017,True
84K357,2017,2018,3,All Students,85,608.0,7.0,8.2,13.0,15.3,32.0,37.6,33.0,38.8,65.0,76.5,2018,True
84K357,2018,2019,3,All Students,90,608.0,7.0,7.8,13.0,14.4,37.0,41.1,33.0,36.7,70.0,77.8,2019,True
84K357,2017,2018,4,All Students,81,605.0,14.0,17.3,15.0,18.5,25.0,30.9,27.0,33.3,52.0,64.2,2018,True
84K357,2018,2019,4,All Students,89,601.0,18.0,20.2,25.0,28.1,26.0,29.2,20.0,22.5,46.0,51.7,2019,True
84K357,2012,2013,5,All Students,90,275.0,63.0,70.0,26.0,28.9,1.0,1.1,0.0,0.0,1.0,1.1,2013,True
84K357,2013,2014,5,All Students,90,290.0,44.0,48.9,32.0,35.6,12.0,13.3,2.0,2.2,14.0,15.6,2014,True
84K357,2014,2015,5,All Students,92,297.0,35.0,38.0,31.0,33.7,22.0,23.9,4.0,4.3,26.0,28.3,2015,True
84K357,2015,2016,5,All Students,91,286.0,46.0,50.5,29.0,31.9,14.0,15.4,2.0,2.2,16.0,17.6,2016,True
84K357,2016,2017,5,All Students,82,301.0,33.0,40.2,25.0,30.5,17.0,20.7,7.0,8.5,24.0,29.3,2017,True
84K357,2017,2018,5,All Students,64,598.0,20.0,31.3,17.0,26.6,19.0,29.7,8.0,12.5,27.0,42.2,2018,True
84K357,2018,2019,5,All Students,92,608.0,17.0,18.5,14.0,15.2,19.0,20.7,42.0,45.7,61.0,66.3,2019,True
84K357,2012,2013,6,All Students,86,303.0,13.0,15.1,55.0,64.0,17.0,19.8,1.0,1.2,18.0,20.9,2013,True
84K357,2013,2014,6,All Students,94,303.0,21.0,22.3,36.0,38.3,30.0,31.9,7.0,7.4,37.0,39.4,2014,True
84K357,2014,2015,6,All Students,94,309.0,22.0,23.4,35.0,37.2,22.0,23.4,15.0,16.0,37.0,39.4,2015,True
84K357,2015,2016,6,All Students,83,305.0,14.0,16.9,36.0,43.4,25.0,30.1,8.0,9.6,33.0,39.8,2016,True
84K357,2016,2017,6,All Students,88,304.0,20.0,22.7,37.0,42.0,20.0,22.7,11.0,12.5,31.0,35.2,2017,True
84K357,2017,2018,6,All Students,71,602.0,16.0,22.5,20.0,28.2,23.0,32.4,12.0,16.9,35.0,49.3,2018,True
84K357,2018,2019,6,All Students,59,607.0,7.0,11.9,11.0,18.6,21.0,35.6,20.0,33.9,41.0,69.5,2019,True
84K357,2012,2013,7,All Students,88,291.0,38.0,43.2,42.0,47.7,6.0,6.8,2.0,2.3,8.0,9.1,2013,True
84K357,2013,2014,7,All Students,83,300.0,28.0,33.7,39.0,47.0,15.0,18.1,1.0,1.2,16.0,19.3,2014,True
84K357,2014,2015,7,All Students,84,311.0,20.0,23.8,30.0,35.7,28.0,33.3,6.0,7.1,34.0,40.5,2015,True
84K357,2015,2016,7,All Students,83,314.0,21.0,25.3,26.0,31.3,22.0,26.5,14.0,16.9,36.0,43.4,2016,True
84K357,2016,2017,7,All Students,80,315.0,18.0,22.5,28.0,35.0,22.0,27.5,12.0,15.0,34.0,42.5,2017,True
84K357,2017,2018,7,All Students,81,602.0,23.0,28.4,18.0,22.2,24.0,29.6,16.0,19.8,40.0,49.4,2018,True
84K357,2018,2019,7,All Students,68,612.0,7.0,10.3,13.0,19.1,20.0,29.4,28.0,41.2,48.0,70.6,2019,True
